Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Devils on the Doorstep,2000,,Comedy Drama War ,Non,"18,944","18,944","In a small village near the Great Wall, against the backdrop of the Second Sino-Japanese War, the ordinary lives of its inhabitants are about to change drastically when two prisoners are dumped into the house of the unsuspecting peasant, Ma Dasan. But, as if that weren't enough, while entrusted with keeping a belligerent Japanese sergeant and a servile Chinese interpreter until the eve of the Chinese New Year, Ma Dasan and the rest of the community will find themselves trapped in a dangerous cul-de-sac. And, as the weeks turn into months, the villagers will have to make a terrible decision. Is anyone safe when there are devils on the doorstep?",hitting one's head log army japanese occupation of china sino japanese war 193 more ,211
Maybe Baby,2000,R,Comedy Romance ,Non,"20,501","173,763","Sam (Hugh Laurie) and Lucy Bell (Joely Richardson) are a married couple who seem to have it all: good looks, successful careers and an enthusiastic love life. The only thing they lack is the one thing they want most - a baby. They try everything in their efforts to reproduce: New Age chanting, acupuncture, creative lovemaking, but all this hectic schedule achieves is improvement in their cardiovascular systems. Ovulation charts soon replace spontaneity, when the couple reluctantly deliver themselves into the hands of medical professionals. At the same time, as Sam comes to find his job increasingly unfulfilling, he sets his sights on writing a screenplay, but writer's block strikes. Encouraged to ""look within"" by his hippie friend Druscilla (Dame Emma Thompson), Sam is inspired. He will write a comedy about a couple trying for a baby, but Lucy is horrified at the idea, and forbids him to tell their story. Sam and Lucy's love for each other, the most important thing they both have, will now truly be put to the test with surprising results.",husband wife relationship marital separation writer's block infertility diary 33 more ,104
Canone inverso - Making Love,2000,,Drama ,,,,"Costanza is drinking a beer in a Prague pub, a summer night in 1968, while a violinist enters and starts playing a ""canone inverso"" for her. It is not a case, that music and that violin have a story behind that could concern her. It is the love story between Jeno Varga and the music, between Jeno and Sophie. It is also the friendship story with David on the background of WWII and the 'Prague spring' 25 years later. Music and Love the most powerful link that could resist through the time.",prague friendship violin flashback world war two 9 more ,134
Crime + Punishment in Suburbia,2000,R,Drama Thriller ,Non,"26,394",Non,"This is a contemporary fable loosely based on Fyodor Dostoyevsky's ""Crime and Punishment"". Roseanne is outwardly a perfect and popular teen. However, her image is hiding the abuse at her stepfather's hands, and she decides to take revenge. The events that follow are a mix of dark humor and an exploration of modern morality as Roseanne faces not only a fellow suburbanite who knows, but her own conscience as well.",revenge rape weeping man corpse shot in the stomach 184 more ,64
Complicity,2000,R,Thriller Drama ,,,,"Cameron Colley is a young Scottish journalist, with an interest in exposing the wrongs committed by the rich and powerful. Life is comfortable enough but uneventful, until someone starts murdering the people in his articles in gruesome ways based on their misdeeds. All the evidence points to Cameron, but is he guilty?",female pubic hair implied blowjob orgasm wealth fame 21 more ,153
Up at the Villa,2000,PG-13,Drama Romance ,Non,"2,933,161","3,740,113","Superficial people are revealed and drastically changed by circumstance or luck in this tale of death, seduction, blackmail, and theft amongst British and Americans in Florence, Italy in the turbulent days just before World War II.",police corruption flower tree shooting oneself railway station 105 more ,115
Ritual,2000,,Drama ,,,,"A disillusioned filmmaker has an encounter with a young girl who has a ritual of repeating ""Tomorrow is my birthday"" everyday. He tries to communicate with her through his video camera.",bathtub umbrella train tracks filmmaker based on novel ,128
La captive,2000,Not Rated,Drama Music Romance ,,,,"An adaptation of Proust's ""La Prisoniere"" (book five of ""Remembrance of Things Past""). Set in Paris, France, it is a serious tale of a tragic and dysfunctional love.",bisexual woman self destructiveness sex scene downward spiral paris france 127 more ,145
Mercy,2000,R,Mystery Thriller ,,,,"Homicide detective Catherine Palmer investigates a series of serial killings of women who have been tortured to death by S&amp;M, all of whom have had their eyelids cut off. The investigation takes Catherine into a group wealthy upper class women, where she is drawn to the chief suspect, Vickie Kittrie, who has a penchant for S&amp;M and women, as well as to Dr. Broussard, the victims' shady therapist with some dark secrets of his own.",bondage shaved labia labia nude in a window nudity 113 more ,135
La virgen de los sicarios,2000,R,Crime Drama ,Non,"525,330","624,525","The tempestuous love story between Fernando, an older man who has recently returned to his crime-ridden drug capitol hometown of Medellin, Colombia and the gun-happy 16-year-old assassin Alexis, who murders all too easily. When Alexis himself is fatally gunned down, grief-stricken Fernando hunts for his young lover's killer in the Medellin slums, but instead encounters Wilmar, who bears an uncanny resemblance to Alexis.",male full frontal nudity teenage boy male frontal nudity anti natalism antinatalism 135 more ,74
Merci pour le Chocolat,2000,Not Rated,Crime Drama Mystery Thriller ,Non,"443,238","7,972,251","In Lausanne, the aspirant pianist Jeanne Pollet has lunch with her mother Louise Pollet, her boyfriend Axel and his mother. Lenna leans that when she was born, a nurse had mistakenly told to the prominent pianist André Polonski that she would be his daughter. André has just remarried his first wife, the heiress of a Swiss chocolate factory Marie-Claire ""Mika"" Muller and they live in Lausanne with André's son Guillaume Polonski. Out of the blue, Jeanne visits André and he offers to give piano classes to help her in her examination. Jeanne becomes closer to André and sooner she discovers that Mika might be drugging her stepson with Rohypnol. Further, she might have killed his second wife Lisbeth.",lausanne switzerland chocolate pianist concert pianist chocolate factory 106 more ,74
Ivans xtc.,2000,Not Rated,Drama ,Non,"47,027","47,027","Ivan Beckman, Hollywood's most sought after talent agent, the darling and crown prince of La-La Land is dead. How and why did it happen? Was it drugs, murder or excess, or perhaps something altogether more mundane? We begin with an ending and then catapult back a number of days to the apex of Ivan's brilliant career as he bags international megastar Don West onto his company's books, and then charts the highs, lows (and they are so very low) and extreme excesses of his final days.",prostitute self destructiveness male full frontal nudity pubic hair male pubic hair 21 more ,93
