Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Rosebud,1975,PG,Action Adventure Drama Thriller ,,,,"In a bold coup, a Palestinian terrorist group captures the yacht Rosebud and kidnaps the millionaire's five daughters on board. At first they demand film clips to be shown on major European television stations. Undercover Agent Martin is hired to hunt the terrorists down.",female nudity plo palestine liberation organization teenage girl kisnapped teenage girl millionaire 42 more ,120
The Promised Land,1975,Not Rated,Drama ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">PLN 31,300,000 (estimated)</span></li></ul></div></li",Non,Non,"At the turn of the century, Lodz, Poland was a quick-paced manufacturing center for textiles, replete with cutthroat industrialists and unsafe working conditions. Three young friends, a Pole, a Jew and a German, pool their money together to build a factory. The movie follows their ruthless pursuit of fortune.",climbing a fence fortune factory turn of the century textile 201 more ,120
Operation Daybreak,1975,PG,Drama History War ,,,,"In 1942 Czechoslovakia, SS-General ",operation anthropoid czech history trapped in a basement flooded basement suicide by gunshot 117 more ,60
Bug,1975,PG,Horror Mystery Sci-Fi Thriller ,Non,"3,602,023","3,602,023","An earthquake releases a strain of mutant cockroaches with the ability to start fires, which proceed to cause destructive chaos in a small town. The studies carried out by scientist James Parmiter, however, reveal an intent with much more far-reaching consequences.",earthquake based on novel egg schoolteacher dead animal 156 more ,60
They Fought for Their Country,1975,,Drama War ,,,,"In July 1942, in the Second World War, the rearguard of the Red army protects the bridgehead of the Don River against the German army while the retreating soviet troops cross the bridge. While they move back to the Russian territory through the countryside, the soldiers show their companionship, sentiments, fears and heroism to defend their motherland.",soviet military retreat military uniform russia soviet soldier 13 more ,120
Confessions of a Pop Performer,1975,,Comedy ,,,,"Either you've got it or you haven't--and some, like randy young Timothy Lea (Robin Askwith) manage to get it all the time. Signing up with a pop group, our boisterous hero progresses rapidly from local gigs to scoring a titillating hit with The Climax Sisters, with plenty of ribald adventures along the way. A classic for those who want to know how to ""get more"" out of music.",sex scene sexy sex comedy bare breasts female buttocks 16 more ,60
That Most Important Thing: Love,1975,R,Drama Romance ,Non,"19,120","19,120","Servais Mont, a photographer, meets Nadine Chevalier who earns her money starring in cheap soft-core movies. Trying to help her, he borrows the money from the loan sharks to finance the theatrical production of 'Richard III' and gives Nadine a part. Nadine is torn apart between Servais, for whom she is falling in love, and her husband Jacques, to whom she has moral obligations.",orgy group sex love decadence husband wife relationship 53 more ,60
Hester Street,1975,PG,Drama Romance ,"350,000 (estimated)",Non,Non,"In 1896, Russian Jew Yankel Bogovnik has been in the United States for three years and settled where many of his background have: Hester Street, on New York City's Lower East Side. He has assimilated to American life - learned English, anglicized his name to Jake, and shaved off his beard. He is working at a $12/week job as a seamster, saving up his earnings to be can bring his wife Gitl and their son Yossele to America from Russia. Although he has fallen in love with dancer Mamie Fein, he's overjoyed when he learns that Gitl and Yossele are coming to America. His happiness at their arrival is damped when he sees that Gitl isn't ""American-looking like Mamie and is having trouble assimilating as quickly as he would like. Except to Mamie, he tries to show a public façade that everything is fine at home with Gitl. But can their marriage survive these differences, and if not, will Gitl be able to manage in this new land where she has little support?",beard jew new york city 19th century immigrant experience 129 more ,60
Le Gitan,1975,,Crime Drama ,,,,"Hugo Sennart is a French Gypsy, wanted by the police for theft. The same inspector who's searching for him is also looking for a jewel thief, Yan Kuq, whose wife has died under suspicious circumstance just after a major burglary. The Gypsy needs to settle a few scores and make one more heist before going to ground, and, by coincidence, his path takes him close to Yan, who's hiding in the hotel of a close friend and former lover, Ninie. The Gypsy lives by a code of honor, which puts him at risk on occasion; and he despises those who treat his people as worse than dogs. The police close in. Is there honor among thieves?",dropout policeman gypsy car crash police pursuit 11 more ,60
Katie Tippel,1975,R,Drama ,,,,"The young girl Keetje moves to Amsterdam in 1881 with her impoverished family, and is led into prostitution in order to survive. In the process she sees the corrupting influence of money.",prostitution rape poverty character name as title stethoscope exam 162 more ,60
Once Is Not Enough,1975,R,Drama Romance ,Non,"15,700,729","15,700,729","January Wayne, the sheltered, much-loved daughter of a formerly successful Hollywood producer, goes home to New York after a lengthy stint in a Swiss hospital. Mike Wayne has fallen on hard times and decides to marry for money. January is an innocent young woman who searches for her place in the world. Pursued by her rich new stepmother's playboy of a cousin, she instead falls hard for a much older man, a Pulitzer Prize-winning writer who's a surrogate for her father, before tragedy strikes.",older man younger woman relationship age difference virgin stepmother stepdaughter relationship stepmother 25 more ,120
The Lost Honor of Katharina Blum,1975,R,Crime Drama ,,,,"Katharina Blum is a young handsome German maid. She meets Ludwig, and they fall in love at once. They spend the night together. In the morning, the police bursts in her flat, looking for Ludwig : he is a terrorist. But he was no longer here. Katharina is arrested, humiliated, suspected to be a terrorist herself, dragged in the mud by the newspapers... A plea for democracy and individual rights.",new german cinema yellow journalism police harassment police surveillance tabloid journalism 55 more ,60
The Romantic Englishwoman,1975,R,Comedy Drama Romance ,"1,200,000 (estimated)",Non,Non,"What is real and what is fiction? Faced with writer's block with his novel, Lewis Fielding turns to a movie script about a woman finding herself after his wife Elizabeth returns from Baden Baden. She didn't quite find herself there, but had a brief encounter in an elevator with a German who says he is a poet. Now the German is in England, gets himself invited to tea where he claims he admires Fielding's books. Which one does he like the best? ""Tom Jones"". Amused at being confused with the other Fielding, the novelist works the German into the plot.",writer novelist playboy drug smuggling three word title 14 more ,60
Peeper,1975,PG,Comedy Crime Mystery ,,,,"In 1947, a smart-mouthed Brit working in L.A. as a private eye (or peeper) is on a case to find the long lost daughter of a shady client pursued by two dangerous goons. The case leads him to a rich oddball Beverly Hills family.",neo noir man wears eyeglasses hitman breaking the fourth wall no opening credits 60 more ,60
Royal Flash,1975,PG,Adventure Comedy History Romance ,"3,500,000 (estimated)",Non,Non,"Captain Harry Flashman (Malcolm McDowell) of the British Army is a cad, a coward, and a lecher who always seems to come off inadvertently heroic. While romancing renowned courtesan Lola Montez (Florinda Bolkan), Harry is recruited against his will by Otto Von Bismarck (Oliver Reed) to substitute for a look-a-like Prussian Prince ostensibly in order to help Bismarck enlarge his hold over German duchies. But Bismarck has something more sinister in mind for Harry and the Prince.",cad swashbuckler kiss kissing while having sex foreplay 47 more ,60
The Story of Sin,1975,R,Drama ,,,,"The teenage girl, Ewa is first seen confessing and warned about having any impure thoughts or feelings. Her family has boarders and one day a young man, Lukasz moves in and they fall in love. He is trying to get a divorce but is denied by local church people. They live together after he is wounded in a duel, and then he takes off for Rome to get a divorce. She has a child and drowns it. She hears that he has been imprisoned in Rome so she goes there only to find out that he has been released. In her wanderings through France and Germany she finds out that her lover has married a rich woman and gone back to Poland. She gets involved with two con men who use her to trap Lukasz. They make her invite Lukasz so that they can rob him. When they are making love, she tries to kill Lukasz by injecting drug but he does not die. She runs off and sinks into prostitution back in the old country. She is helped by an utopian rich man but the con men reappear, trying to use her as a lead to Lukasz. She tries to warn him and is killed.",doggystyle sex limp penis bare breasts full frontal male nudity topless female nudity 18 more ,120
