Title,Date,Rating,Genres,Budget,WorldwideGross,Description,Keywords,Runtime,Revenue-Budget-Ratio
The Dark Tower,2017,PG-13,Action Adventure Fantasy Sci-Fi Western ,60000000,113231078,"11-year-old Jake Chambers experiences visions involving a Man in Black who seeks to destroy a Tower and bring ruin to the Universe while a Gunslinger opposes him. However, Jake's mother, stepfather and psychiatrists dismiss these as dreams resulting from the trauma of his father's death the previous year. At his apartment home in New York City, a group of workers from an alleged psychiatric facility offer to rehabilitate Jake; recognizing them from his visions as monsters wearing human skin, he flees from the workers who give chase. Jake tracks down an abandoned house from one of his visions where he discovers a high-tech portal that leads to a post-apocalyptic world called Mid-World..",gunslinger based on novel prophetic dream another world parallel dimension 495 more ,113,1.887184633
Disobedience,2017,R,Drama Romance ,6000000,8003180,"From a screenplay by Sebastián Lelio and Rebecca Lenkiewicz, the film follows a woman as she returns to her Orthodox Jewish community that shunned her decades earlier for an attraction to a female childhood friend. Once back, their passions reignite as they explore the boundaries of faith and sexuality. Based on Naomi Alderman's book, the film stars Rachel Weisz, Rachel McAdams and Alessandro Nivola.",lesbian relationship lesbian bare breasts female nudity jewish community 82 more ,105,1.333863333
The Circle,2017,PG-13,Drama Sci-Fi Thriller ,18000000,40656399,"When Mae is hired to work for the world's largest and most powerful tech and social media company, she sees it as an opportunity of a lifetime. As she rises through the ranks, she is encouraged by the company's founder, Eamon Bailey, to engage in a groundbreaking experiment that pushes the boundaries of privacy, ethics and ultimately her personal freedom. Her participation in the experiment, and every decision she makes, begin to affect the lives and future of her friends, family and that of humanity.",video surveillance privacy technology screenplay adapted by author kayaking 119 more ,65,2.258688833
The Mountain Between Us,2017,PG-13,Action Adventure Drama Romance Thriller ,35000000,62832209,"After their flight is canceled due to stormy weather, neurosurgeon Dr. Ben Bass and photojournalist Alex Martin hire private pilot Walter to get them to Denver for connecting flights to Alex's wedding in New York and Ben's emergency surgery appointment in Baltimore. Walter, who has not filed a flight plan, suffers a fatal stroke mid-flight, and the plane crashes on a mountaintop in the High Uintas Wilderness. Ben, Alex, and Walter's dog survive the crash with various injuries..",survival mountain wilderness neurosurgeon stroke 226 more ,85,1.795205971
The Beguiled,2017,R,Drama Thriller War ,10500000,27869129,"Three years into the American Civil War, in 1864, the dilapidated mansion of Miss Martha Farnsworth's Seminary for Young Ladies is still running, occupied by the matriarch, a teacher, and five students in Spanish-moss-draped Virginia. However, when a young student stumbles upon Corporal John McBurney, a wounded Union deserter on the verge of death, the already frail balance of things will be disrupted, as the hesitant headmistress decides to take him in to heal from his injury. Little by little, as the unwelcome guest arouses an uneasy sexual excitation among the women of the secluded boarding school, it is not before long that they will find themselves competing for the alluring man's favour. Undoubtedly, this handsome devil is a manipulator; nevertheless, will the ladies stay forever beguiled by his charm?",wounded soldier union soldier sexual tension american civil war amputee 241 more ,93,2.654202762
T2 Trainspotting,2017,R,Drama ,18000000,41681746,"First there was an opportunity......then there was a betrayal. Twenty years have gone by. Much has changed but just as much remains the same. Mark Renton (Ewan McGregor) returns to the only place he can ever call home. They are waiting for him: Spud (Ewen Bremner), Sick Boy (Jonny Lee Miller), and Begbie (Robert Carlyle). Other old friends are waiting too: sorrow, loss, joy, vengeance, hatred, friendship, love, longing, fear, regret, diamorphine, self-destruction and mortal danger, they are all lined up to welcome him, ready to join the dance.",old friends reunited sequel drugs homecoming prostitute 547 more ,135,2.315652556
"Everything, Everything",2017,PG-13,Drama Romance ,10000000,61621140,"A 17-year-old girl named Madeline Whittier has a rare disease that requires her to stay indoors 24/7 with her filtered air. Her whole life, basically, is books, her mom, and her nurse Carla. One day, a moving truck pulls in next door, and out steps Olly Bright, Maddy's new neighbor. They get to know each other through emails. The more they get to know each other, the deeper in love they fall. Olly makes Maddy realize she isn't really living; this starts the adventures of her new life.",love interest immune disorder disease new neighbor nurse 170 more ,123,6.162114
Before I Fall,2017,PG-13,Drama Fantasy Mystery ,5000000,16373843,"What if you had only one day to change absolutely everything? Samantha Kingston has it all: the perfect friends, the perfect guy, and a seemingly perfect future. Then, everything changes. After one fateful night, Sam wakes up with no future at all. Trapped reliving the same day over and over she begins to question just how perfect her life really was. And as she begins to untangle the mystery of a life suddenly derailed, she must also unwind the secrets of the people closest to her, and discover the power of a single day to make a difference, not just in her own life, but in the lives of those around her - before she runs out of time for good.",female protagonist time loop car crash death high school 64 more ,143,3.2747686
A Dog's Purpose,2017,PG,Adventure Comedy Drama Family Fantasy ,22000000,205035819,"Lasse Hallström ""The Hundred-Foot Journey"" directed this adaptation of the best-selling novel of the same name by W. Bruce Cameron, which follows a dog voiced by Josh Gad as he is reincarnated as different breeds belonging to various owners. Over the course of multiple lifetimes, the canine's existence intersects with that of a young boy who rescued him in 1962.",deflated football dog reincarnation grandparents firecracker 40 more ,64,9.319809955
Diary of a Wimpy Kid: The Long Haul,2017,PG,Comedy Family ,22000000,40140972,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention. This family cross-country adventure turns into an experience the Heffleys will never forget.,sequel diary boy cell phone video cell phone 37 more ,73,1.824589636
The Shack,2017,PG-13,Drama Fantasy ,20000000,96942115,"After the abduction and presumed death of Mackenzie Allen Phillips' youngest daughter, Missy, Mack receives a letter and suspects it is from God, asking him to return to The Shack where Missy may have been murdered. After contemplating it, he leaves his home to go to The Shack for the first time since Missy's abduction and an encounter that will change his life forever.",guilt loss of daughter family trip christianity death of daughter 306 more ,141,4.84710575
Tulip Fever,2017,R,Drama History Romance ,25000000,9204549,"In seventeenth century Amsterdam, an orphaned girl Sophia is forcibly married to a rich and powerful merchant Cornelis Sandvoort - an unhappy ""arrangement"" that saves her from poverty. After her husband commissions a portrait, she begins a passionate affair with the painter Jan Van Loos, a struggling young artist. Seeking to escape the merchant's ever-reaching grasp, the lovers risk everything and enter the frenzied tulip bulb market, with the hope that the right bulb will make a fortune and buy their freedom.",painter marriage thief drunkenness prostitute 198 more ,114,0.36818196
