,SearchTerm,Year,Link1,AdaptationOf,Link2,published_x,author_x,series_x,rating_x,charnum_x,awardnum_x
845,Little Women ,1994,/work/646797,Little Women,/work/2770499,1868.0,by Louisa May Alcott,1.0,-4.01,10.0,30.0
846,Mary Shelley's Frankenstein ,1994,/work/1290842,Frankenstein,/work/8294,1818.0,by Mary Shelley,0.0,-3.81,7.0,43.0
847,Clear and Present Danger ,1994,/work/7974144,Clear and Present Danger,/work/40588,1989.0,by Tom Clancy,1.0,-3.74,3.0,2.0
848,Disclosure ,1994,/work/8212047,Disclosure,/work/35684,1993.0,by Michael Crichton,0.0,-3.42,3.0,1.0
849,The Client ,1994,/work/1107138,The Client,/work/861104,1993.0,by John Grisham,0.0,-3.61,4.0,6.0
850,The Jungle Book ,1994,/work/9853416,The Jungle Book,/work/9468398,1894.0,by Rudyard Kipling,1.0,-3.82,42.0,5.0
851,Intersection ,1994,/work/16945510,The Einstein Intersection,/work/49213,1967.0,by Samuel R. Delany,0.0,-3.31,2.0,4.0
852,Cemetery Man (1994),,/work/13894609,,,,by Michele Soavi,0.0,-4.0,1.0,1.0
853,Exit to Eden ,1994,/work/995048,Exit to Eden,/work/12978,1985.0,"by Anne Rampling, Anne Rice",0.0,-3.25,3.0,1.0
854,The Specialist ,1994,/work/1033410,The Specialist,/work/451393,,by Charles Sale,0.0,-3.67,1.0,1.0
855,Nobody's Fool ,1994,/work/6067941,Nobody's Fool,/work/5859,1993.0,by Richard Russo,0.0,-4.18,4.0,2.0
856,The Postman (Il Postino): Original Motion Picture Soundtrack,,/work/16574650,The Postman,/work/19121,,by David Brin,0.0,-3.73,1.0,7.0
857,North ,1994,/work/12072105,North,/work/2070235,1960.0,by Louis-Ferdinand Céline,0.0,-3.78,1.0,1.0
858,No Escape ,1994,/work/17438133,No Escape,/work/8640240,2009.0,by N J Cooper,1.0,-3.2,3.0,1.0
859,The Road To Wellville ,1994,/work/6550881,The Road to Wellville,/work/71700,,by T. C. Boyle,0.0,-3.68,13.0,1.0
860,Ashes Of Time ,1994,/work/10602917,Ashes of Time Redux,/work/17516424,,by Kar Wai Wong,0.0,-2.0,1.0,1.0
861,My Summer Story ,1994,/work/13068097,Nature Writings,/work/130138,,by John Muir,0.0,-4.37,1.0,1.0
862,A Good Man in Africa ,1994,/work/8930904,A Good Man in Africa,/work/46639,1981.0,by William Boyd,0.0,-3.7,5.0,3.0
863,Jurassic Park ,1993,/work/5298792,Jurassic Park,/work/12359,1990.0,by Michael Crichton,1.0,-3.92,15.0,18.0
864,What's Eating Gilbert Grape ,1993,/work/1537953,What's Eating Gilbert Grape,/work/6093,1991.0,by Peter Hedges,0.0,-4.12,1.0,1.0
865,Mrs. Doubtfire ,1993,/work/4051521,Madame Doubtfire,/work/122450,1987.0,by Anne Fine,0.0,-3.61,1.0,2.0
866,The Firm ,1993,/work/1704022,The Firm,/work/861125,1991.0,by John Grisham,0.0,-3.74,13.0,4.0
867,Carlito's Way ,1993,/work/1545395,After Hours,/work/1248447,,by Edwin Torres,0.0,-4.25,1.0,1.0
868,The Age of Innocence ,1993,/work/11799407,The Age of Innocence,/work/2237,1920.0,by Edith Wharton,0.0,-4.02,18.0,22.0
869,The Three Musketeers ,1993,/work/545351,The Three Musketeers,/work/3745066,1844.0,by Alexandre Dumas Père,1.0,-4.07,10.0,21.0
870,The Secret Garden ,1993,/work/1099367,The Secret Garden,/work/2770555,1911.0,by Frances Hodgson Burnett,0.0,-4.14,10.0,14.0
871,The Remains of the Day ,1993,/work/719310,The Remains of the Day,/work/3035,1989.0,by Kazuo Ishiguro,0.0,-4.19,17.0,20.0
872,Alive ,1993,/work/13887043,Alive: The Story of the Andes Survivors,/work/12152,1974.0,by Piers Paul Read,0.0,-3.96,16.0,4.0
873,Sliver ,1993,/work/2646522,Sliver,/work/147164,,by Ira Levin,0.0,-3.04,7.0,1.0
874,The Pelican Brief ,1993,/work/2815551,The Pelican Brief,/work/861140,1992.0,by John Grisham,0.0,-3.61,11.0,3.0
875,Body Snatchers ,1993,/work/14463510,The Body Snatchers,/work/26563902,1955.0,by Jack Finney,0.0,-4.01,1.0,1.0
876,The House of the Spirits ,1993,/work/8368063,The House of the Spirits,/work/4647,1982.0,by Isabel Allende,0.0,-4.08,12.0,23.0
877,The Joy Luck Club ,1993,/work/1862158,The Joy Luck Club,/work/4652,1989.0,by Amy Tan,0.0,-3.88,8.0,15.0
878,Rising Sun ,1993,/work/10245841,Rising Sun,/work/18918,,by Michael Crichton,0.0,-3.35,2.0,1.0
879,Searching for Bobby Fischer ,1993,/work/1925328,Searching for Bobby Fischer: The Father of a Prodigy Observes the World of Chess,/work/151736,,by Fred Waitzkin,0.0,-3.76,2.0,1.0
880,The Adventures of Huck Finn ,1993,/work/9853418,The Adventures of Huckleberry Finn,/work/3093889,1884.0,by Mark Twain,1.0,-3.9,3.0,39.0
881,The Dark Half ,1993,/work/12574953,The Dark Half,/work/24425,1989.0,by Stephen King,0.0,-3.55,5.0,2.0
882,Even Cowgirls Get the Blues ,1993,/work/11400975,Even Cowgirls Get the Blues,/work/6519,1976.0,by Tom Robbins,0.0,-3.68,5.0,2.0
883,Death of a Perfect Mother,,/work/423978,,,1981.0,by Robert Barnard,0.0,-3.25,1.0,1.0
884,Carnosaur,,/work/55818,Carnosaur {1993 movie},/work/4143655,1993.0,by Adam Simon,1.0,-1.5,1.0,1.0
885,Boiling Point ,1993,/work/5814396,Money Men,/work/474242,,by Gerald Petievich,0.0,-4.5,1.0,1.0
886,Bram Stoker's Dracula ,1992,/work/9665019,Dracula,/work/883,1897.0,by Bram Stoker,0.0,-3.96,54.0,31.0
887,The Last of the Mohicans ,1992,/work/11962175,The Last of the Mohicans,/work/4599771,1826.0,"by James Fenimore Cooper, Edward A. Wilson (Illustrator)",1.0,-3.47,7.0,9.0
888,Aladdin ,1992,/work/7992754,The Arabian Nights: Tales from a Thousand and One Nights,/work/6253701,,by Richard Burton (Translator),0.0,-3.9,1.0,4.0
889,Scent of a Woman ,1992,/work/945793,Scent of a Woman,/work/598193,1969.0,by Giovanni Arpino,0.0,-3.05,1.0,3.0
890,Patriot Games ,1992,/work/1018026,Patriot Games,/work/829005,1998.0,by Tom Clancy,1.0,-3.8,10.0,1.0
891,Single White Female ,1992,/work/10310627,Single White Female,/work/615779,,by John Lutz,0.0,-3.33,5.0,1.0
892,The Player ,1992,/work/612768,The Player,/work/123035,,by Michael Tolkin,0.0,-3.57,1.0,3.0
893,The Power of One,,/work/71039,,,1989.0,by Bryce Courtenay,1.0,-4.26,6.0,4.0
894,Memoirs of an Invisible Man ,1992,/work/9715369,Memoirs of an Invisible Man,/work/137801,1987.0,by H. F. Saint,0.0,-4.16,3.0,1.0
895,Orlando ,1992,/work/9445660,Orlando: A Biography,/work/5379,1928.0,by Virginia Woolf,0.0,-3.89,4.0,16.0
896,Like Water for Chocolate ,1992,/work/10808152,Like Water for Chocolate,/work/3238818,1989.0,by Laura Esquivel,1.0,-3.84,26.0,8.0
897,South Central ,1992,/work/15864747,Crips: The Story of the L A Street Gang from 1971-1985,/work/2796936,,by Donald Bakeer,0.0,,1.0,1.0
898,A Midnight Clear ,1992,/work/4094794,A Midnight Clear,/work/240276,,by William Wharton,0.0,-4.13,1.0,2.0
899,The Mambo Kings ,1992,/work/15914282,The Mambo Kings Play Songs of Love,/work/83428,1989.0,by Oscar Hijuelos,1.0,-3.58,1.0,4.0
900,City of Joy ,1992,/work/21022726,The City of Joy,/work/25872,,by Dominique Lapierre,0.0,-3.99,3.0,4.0
901,Waterland ,1992,/work/9293777,Waterland,/work/18372,1983.0,by Graham Swift,0.0,-3.94,6.0,9.0
902,Night and the City ,1992,/work/13616712,Night and the City [1950 film],/work/4220836,1950.0,"by Jules Dassin, Jo. Eisinger (Screenwriter)",0.0,-3.79,1.0,1.0
903,Rich in Love ,1992,/work/13958714,Rich In Love,/work/85746,1987.0,by Josephine Humphreys,0.0,-3.62,1.0,1.0
904,The Silence of the Lambs ,1991,/work/93196,The Silence of the Lambs,/work/6052,1988.0,by Thomas Harris,1.0,-4.08,21.0,20.0
905,Cape Fear ,1991,/work/2669307,Cape Fear,/work/143921,,by John D. MacDonald,0.0,-3.5,22.0,2.0
906,Fried Green Tomatoes ,1991,/work/758735,Fried Green Tomatoes at the Whistle Stop Cafe,/work/20034,1987.0,by Fannie Flagg,1.0,-4.12,14.0,6.0
907,Sleeping with the Enemy ,1991,/work/15674109,Sleeping with the Enemy,/work/53496,1987.0,by Nancy Price,0.0,-3.54,3.0,1.0
908,Return to the Blue Lagoon ,1991,/work/12842254,The Blue Lagoon / Return to the Blue Lagoon (Double Feature),/work/16702663,,by Randal Kleiser,0.0,,1.0,1.0
909,Naked Lunch ,1991,/work/3914309,Naked Lunch,/work/5852,1959.0,by William S. Burroughs,0.0,-3.52,8.0,12.0
910,The Commitments ,1991,/work/806110,The Commitments,/work/3186582,1987.0,by Roddy Doyle,1.0,-3.8,6.0,3.0
911,Toy Soldiers ,1991,/work/11525,Toy Soldiers,/work/472806,,by William P. Kennedy,0.0,-4.0,1.0,1.0
912,Rush ,1991,/work/17036673,Rush,/work/444613,1990.0,by Kim Wozencraft,0.0,-3.5,1.0,1.0
913,The Prince of Tides ,1991,/work/10492200,The Prince of Tides,/work/3031,1986.0,by Pat Conroy,0.0,-4.1,3.0,5.0
914,Shattered ,1991,/work/26300323,Shattered,/work/429487,1969.0,by Richard Neely,0.0,-3.33,1.0,1.0
915,White Fang ,1991,/work/2348042,White Fang,/work/4784,1906.0,by Jack London,0.0,-3.88,3.0,3.0
916,Black Robe ,1991,/work/1593570,Black Robe,/work/46354,1985.0,by Brian Moore,0.0,-3.74,2.0,2.0
917,King Ralph ,film],/work/3980463,Headlong,/work/2024524,,by Emlyn Williams,0.0,-4.0,1.0,1.0
918,Flight of the Intruder ,1991,/work/4342916,Flight of the Intruder,/work/229520,1986.0,by Stephen Coonts,1.0,-3.76,1.0,1.0
919,Rambling Rose ,1991,/work/12692889,Rambling Rose,/work/146757,,by Calder Willingham,0.0,-4.13,1.0,1.0
920,Beastmaster 2: Through the Portal of Time,,/work/16805345,,,,"by Sylvio Tabet, Don Coscarelli (Writer), Doug Miles (Writer), Andre Norton (Writer), Paul Pepperman (Writer) — 2 more, R. J. Robertson (Writer), Jim Wynorski (Writer)",1.0,,1.0,1.0
921,Body Parts ,1991,/work/22063422,Body Parts,/work/2295527,,by Jere R. Hoar,0.0,-3.0,1.0,1.0
922,A Kiss Before Dying ,1991,/work/15925041,A Kiss before Dying,/work/166041,1954.0,by Ira Levin,0.0,-3.79,7.0,5.0
923,Poison ,1991,/work/2750870,Poison,/work/6601019,,"by Tammi Salzano, Heather Dakota",0.0,,1.0,1.0
924,At Play in The Fields of the Lord ,1991,/work/14930124,At Play in the Fields of the Lord,/work/91254,1965.0,by Peter Matthiessen,0.0,-3.91,2.0,2.0
925,A Rage in Harlem ,1991,/work/22883375,A Rage in Harlem,/work/440982,1957.0,by Chester Himes,1.0,-3.75,8.0,6.0
926,GoodFellas ,1990,/work/8230084,Wiseguy,/work/4005881,1985.0,by Nicholas Pileggi,0.0,-4.08,6.0,4.0
927,Misery ,1990,/work/6275094,Misery,/work/2724,,by Stephen King,0.0,-3.97,6.0,13.0
928,The Hunt for Red October ,1990,/work/435513,The Hunt for Red October,/work/828677,1984.0,by Tom Clancy,1.0,-4.0,20.0,6.0
929,Dances with Wolves ,1990,/work/942202,Dances with Wolves,/work/53434,,by Michael Blake,1.0,-3.96,3.0,5.0
930,Awakenings ,1990,/work/1338930,Awakenings,/work/5689,1973.0,by Oliver Sacks,0.0,-3.92,1.0,3.0
931,Die Hard 2: Die Harder ,1990,/work/2208938,58 Minutes,/work/1499550,,by Walter Wager,0.0,-3.5,2.0,1.0
932,Wild At Heart ,1990,/work/945870,Wild at Heart,/work/67730,1990.0,by Barry Gifford,1.0,-3.67,2.0,1.0
933,Cabal,,/work/32144,,,,by Clive Barker,1.0,-3.71,13.0,1.0
934,Presumed Innocent ,1990,/work/758788,Presumed Innocent,/work/32042,1987.0,by Scott Turow,1.0,-3.87,2.0,8.0
935,The Hot Spot ,1990,/work/780289,Land of the Giants #2: The Hot Spot,/work/398745,,by Murray Leinster,1.0,-4.0,1.0,1.0
936,The Bonfire of the Vanities ,1990,/work/17589503,The Bonfire of the Vanities,/work/10138,1987.0,by Tom Wolfe,0.0,-3.82,6.0,18.0
937,Revenge: Short Stories by Women Writers,,/work/5401,,,,by Kate Saunders (Editor),0.0,-3.33,1.0,1.0
938,Quick Change ,1990,/work/15929638,Quick Change,/work/759590,,by Jay Cronley,0.0,-4.33,1.0,1.0
939,The Russia House ,1990,/work/8670528,The Russia House,/work/4818,1989.0,by John le Carré,0.0,-3.61,14.0,1.0
940,The Boyfriend School ,1990,/work/23112711,The Boyfriend School,/work/313078,,by Sarah Bird,0.0,-3.94,1.0,1.0
941,The Sheltering Sky ,1990,/work/6538166,The Sheltering Sky,/work/70629,1949.0,by Paul Bowles,0.0,-3.85,7.0,11.0
942,A Shock to the System,,/work/269453,,,1995.0,by Richard Stevenson,1.0,-3.81,2.0,1.0
943,Roger Corman's Frankenstein Unbound ,1990,/work/18339865,Frankenstein Unbound,/work/215622,1973.0,by Brian W. Aldiss,1.0,-3.05,4.0,1.0
944,Desperate Hours ,1990,/work/10595269,The Desperate Hours,/work/959525,1954.0,by Joseph Hayes,0.0,-3.27,1.0,2.0
945,Mountains of the Moon ,1990,/work/807019,Burton and Speke,/work/232219,,by William Harrison,0.0,-4.18,2.0,1.0
946,"White Hunter, Black Heart ",1990,/work/10392793,"White Hunter, Black Heart",/work/309447,1953.0,by Peter Viertel,0.0,-4.5,1.0,1.0
947,Cadence ,1990,/work/18160480,Cadence,/work/800441,,by B. J. Hoff,1.0,-4.1,1.0,1.0
948,The Fourth War ,1990,/work/10595273,The War in Pictures: Fourth Year,/work/6249201,,by Odhams Press London,1.0,-5.0,1.0,1.0
949,Pet Sematary ,1989,/work/12536503,Pet Sematary,/work/24308,,by Stephen King,0.0,-3.76,7.0,10.0
950,Dead Calm ,1989,/work/126700,"The Walking Dead, Volume 07: The Calm Before",/work/3946969,,"by Robert Kirkman, Charlie Adlard (Illustrator), Cliff Rathburn (Illustrator)",1.0,-3.95,12.0,1.0
951,Valmont ,1989,/work/1460246,Les Liaisons Dangereuses,/work/32388,1782.0,by Pierre Choderlos de Laclos,0.0,-4.11,5.0,9.0
952,Let It Ride (Pickup Men) (Volume 2),,/work/15028516,,,,by L C Chase,1.0,-3.74,2.0,1.0
953,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!",,/work/12716,,,1997.0,"by Robert T. Kiyosaki, Sharon L. Lechter",0.0,-3.61,1.0,2.0
954,Johnny Handsome ,1989,/work/11059020,"The three worlds of Johnny Handsome,",/work/1962301,,by John Godey,0.0,-3.0,1.0,1.0
955,A Dry White Season ,1989,/work/18002953,A Dry White Season,/work/27399,1979.0,by André Brink,0.0,-3.94,5.0,5.0
956,The Rainbow ,1989,/work/11044956,The Rainbow,/work/27196,1915.0,by D. H. Lawrence,1.0,-3.64,4.0,8.0
957,Enemies: A Love Story ,1989,/work/6205761,"Enemies, A Love Story",/work/56644,1966.0,by Isaac Bashevis Singer,0.0,-3.91,1.0,4.0
958,Heart of Dixie (Loveswept),,/work/2097145,,,,by Tami Hoag,0.0,-2.96,1.0,1.0
959,The Old Gringo,,/work/84298,,,1985.0,by Carlos Fuentes,0.0,-3.5,4.0,2.0
960,In Country ,1989,/work/3364169,In Country,/work/114559,1985.0,by Bobbie Ann Mason,0.0,-3.61,2.0,2.0
961,Day of the Cheetah,,/work/61977,,,1989.0,by Dale Brown,1.0,-3.48,1.0,1.0
962,Die Hard ,1988,/work/12535416,Nothing Lasts Forever,/work/652051,1983.0,by Roderick Thorp,1.0,-3.26,1.0,1.0
963,Who Framed Roger Rabbit ,1988,/work/1246629,Who Censored Roger Rabbit,/work/88169,1981.0,by Gary K. Wolf,1.0,-3.45,1.0,1.0
964,Grave of the Fireflies ,1988,/work/317925,Grave of the Fireflies,/work/258186,1967.0,by Akiyuki Nosaka,0.0,-3.9,1.0,1.0
965,The Lair of the White Worm ,1988,/work/2931939,The Lair of the White Worm,/work/215367,1911.0,by Bram Stoker,0.0,-2.68,1.0,1.0
966,Dangerous Liaisons ,1988,/work/1437179,Les Liaisons Dangereuses,/work/32388,1782.0,by Pierre Choderlos de Laclos,0.0,-4.11,5.0,9.0
967,The Last Temptation of Christ ,1988,/work/1886588,The Last Temptation of Christ,/work/8493,1955.0,by Nikos Kazantzakis,0.0,-4.01,1.0,4.0
968,Scrooged ,1988,/work/780424,A Christmas Carol,/work/1549,1843.0,by Charles Dickens,1.0,-4.09,14.0,20.0
969,The Unbearable Lightness of Being ,1988,/work/8192906,The Unbearable Lightness of Being,/work/5068,1984.0,by Milan Kundera,0.0,-4.01,13.0,21.0
970,The Adventures of Baron Munchausen ,1988,/work/4036467,The Surprising Adventures of Baron Munchausen,/work/200476,1785.0,"by Rudolf Erich Raspe, Rudolf Erich Raspe (Author)",0.0,-3.58,15.0,3.0
971,Monkey Shines,,/work/960380,,,,by Michael Stewart,0.0,-3.64,1.0,1.0
972,Funny Farm ,1988,/work/13364121,Funny Farm: A Sweeping Epic of the Sticks,/work/639309,,by Jay Cronley,0.0,-3.75,1.0,1.0
973,"Bright Lights, Big City ",1988,/work/2208637,"Bright Lights, Big City",/work/10474,1984.0,by Jay McInerney,0.0,-3.63,5.0,1.0
974,Appointment with Death ,1988,/work/16292476,Appointment with Death,/work/15499,1938.0,by Agatha Christie,1.0,-3.63,13.0,1.0
975,Vice Versa ,1988,/work/22486665,Vice Versa,/work/60350,1882.0,by F. Anstey,0.0,-3.83,1.0,1.0
976,The Milagro Beanfield War ,1988,/work/10699845,The Milagro Beanfield War,/work/115961,1974.0,by John Nichols,1.0,-4.14,7.0,1.0
977,Maniac Cop ,1988,/work/16446488,Bon Cop Bad Cop [2006 film],/work/12286095,,by Erik Canuel,0.0,-3.5,1.0,1.0
978,The Couch Trip ,1988,/work/17776859,The Couch Trip,/work/6916627,,by Ken Kolb,0.0,-3.5,1.0,1.0
979,The Good Mother ,1988,/work/24916394,The Good Mother,/work/72473,1986.0,by Sue Miller,0.0,-3.63,4.0,2.0
980,Everybody's All-American ,1988,/work/17615951,Everybody's All-American,/work/626789,1981.0,by Frank Deford,0.0,-3.92,10.0,1.0
981,Beyond the C Standard Library: An Introduction to Boost,,/work/1575908,,,,by Björn Karlsson,0.0,-3.75,1.0,1.0
982,The Princess Bride ,1987,/work/11454,The Princess Bride,/work/4936,1973.0,by William Goldman,0.0,-4.27,15.0,3.0
983,Full Metal Jacket ,1987,/work/1482466,The Short-Timers,/work/8360,1979.0,by Gustav Hasford,0.0,-4.28,1.0,1.0
984,The Witches of Eastwick ,1987,/work/1015241,The Witches of Eastwick,/work/74700,1984.0,by John Updike,1.0,-3.3,4.0,4.0
985,The Untouchables ,1987,/work/643637,The Untouchables,/work/280256,1957.0,"by Eliot Ness, Oscar Fraley (Author)",0.0,-3.65,1.0,1.0
986,The Running Man ,1987,/work/710958,The Running Man,/work/109376,1986.0,by Stephen King,0.0,-3.6,4.0,1.0
987,Empire of the Sun ,1987,/work/2194749,Empire of the Sun,/work/7150,1984.0,by J.G. Ballard,1.0,-3.94,12.0,9.0
988,"Three Novels: Molloy, Malone Dies, The Unnamable",,/work/1069904,,,1951.0,by Samuel Beckett,1.0,-4.14,1.0,5.0
989,No Way Out ,1987,/work/14427883,The Big Clock,/work/262536,1946.0,by Kenneth Fearing,0.0,-3.73,7.0,3.0
990,The Believers ,1987,/work/14352334,The Believers,/work/4398201,2008.0,by Zoë Heller,0.0,-3.52,14.0,3.0
991,The Fourth Protocol ,1987,/work/1665250,The Fourth Protocol,/work/11626,1984.0,by Frederick Forsyth,0.0,-3.68,2.0,1.0
992,Ironweed,,/work/37306,,,1983.0,by William J. Kennedy,1.0,-3.82,2.0,9.0
993,Rampage ,1987,/work/22060326,Rampage [2018 film],/work/21963893,2018.0,by Brad Peyton (Director),0.0,-3.5,1.0,1.0
994,Tough Guys Don't Dance ,1987,/work/1061216,Tough Guys Don't Dance,/work/128346,1984.0,by Norman Mailer,0.0,-3.16,1.0,1.0
995,The Sicilian ,1987,/work/16552515,The Sicilian,/work/27396,1984.0,by Mario Puzo,1.0,-3.62,3.0,2.0
996,White Mischief ,1987,/work/13950611,White Mischief: The Murder of Lord Erroll,/work/148140,1982.0,by James Fox,0.0,-3.65,7.0,1.0
997,A Prayer for the Dying ,1987,/work/12692823,The Iron Tiger/The Keys of Hell/A Prayer for the Dying,/work/55777,,by Jack Higgins,0.0,-3.54,4.0,1.0
998,Burglar ,1987,/work/1246448,B Is for Burglar,/work/10184,1985.0,by Sue Grafton,1.0,-3.57,24.0,2.0
999,Pinocchio and the Emperor of the Night,,/work/9611266,,,,by Filmation,0.0,,1.0,1.0
1000,Manhunter ,1986,/work/8571160,Red Dragon,/work/5882,1981.0,by Thomas Harris,1.0,-3.82,5.0,10.0
1001,Cobra ,1986,/work/13194244,A Running Duck,/work/1282743,1978.0,by Paula Gosling,0.0,-3.68,1.0,2.0
1002,The Mosquito Coast ,1986,/work/1349246,The Mosquito Coast,/work/7931,1980.0,by Paul Theroux,0.0,-3.7,3.0,5.0
1003,The Clan of the Cave Bear ,1986,/work/6202789,The Clan of the Cave Bear,/work/3599321,1980.0,by Jean M. Auel,1.0,-3.93,33.0,11.0
1004,Heartburn ,1986,/work/17141982,Heartburn,/work/154016,1983.0,by Nora Ephron,0.0,-3.61,3.0,2.0
1005,8 Million Ways to Die ,1986,/work/22245519,Eight Million Ways to Die,/work/24583,1982.0,by Lawrence Block,1.0,-4.03,1.0,2.0
1006,Blue City,,/work/564047,,,,by Ross Macdonald,0.0,-3.63,1.0,1.0
1007,Tai-Pan ,1986,/work/23681497,Tai-Pan,/work/19000,1966.0,by James Clavell,1.0,-4.08,21.0,1.0
1008,Heat ,1995,/work/25882561,,,,,,,,
1009,Native Son,,/work/8100,,,1940.0,by Richard Wright,0.0,-3.93,14.0,23.0
1010,Return to Oz ,1985,/work/9086437,Return to Oz,,,,,,,
1011,A Room with a View,,,,,,,,,,
1012,The Color Purple,,,,,,,,,,
1013,Silver Bullet ,1985,/work/10802348,,,,,,,,
1014,To Live and Die in L.A. ,1985,/work/12286381,To Live and Die in L.A.,/work/344580,,by Gerald Petievich,0.0,-3.8,4.0,1.0
1015,Fletch ,1985,/work/7462354,Fletch,/work/32163,1974.0,by Gregory Mcdonald,1.0,-3.77,8.0,3.0
1016,The Black Cauldron ,1985,/work/6550675,The Book of Three,/work/5943,1964.0,by Lloyd Alexander,1.0,-4.01,9.0,6.0
1017,Brewster's Millions ,1985,/work/6008692,Brewster's Millions,/work/773056,,by George Barr McCutcheon,0.0,-3.69,16.0,1.0
1018,The Quiet Earth ,1985,/work/11047142,The Quiet Earth,/work/60158,1981.0,by Craig Harrison,0.0,-4.03,1.0,1.0
1019,Mishima: A Life In Four Chapters (1985 Film),,/work/17476119,Mishima: A Life in Four Chapters,/work/7719176,1985.0,by Paul Schrader (Director),0.0,-5.0,1.0,1.0
1020,King Solomon's Mines ,1985,/work/10817243,King Solomon's Mines,/work/55090,1885.0,by Henry Rider Haggard,1.0,-3.63,11.0,10.0
1021,Desert Hearts ,1985,/work/1672346,Desert of the Heart,/work/71011,1964.0,by Jane Rule,0.0,-3.68,3.0,1.0
1022,The Mean Season ,1985,/work/24411573,"Fables, Vol. 05: The Mean Seasons",/work/59077,,by Bill Willingham,1.0,-4.13,36.0,1.0
1023,King David ,1985,/work/11791127,King of the Murgos,/work/17511,1988.0,by David Eddings,1.0,-3.77,19.0,2.0
1024,Compromising Positions,,/work/42361,,,1978.0,by Susan Isaacs,1.0,-3.65,1.0,1.0
1025,Stick ,1985,/work/21786945,Stick,/work/189699,,by Elmore Leonard,0.0,-3.64,1.0,1.0
1026,Joshua Then and Now,,/work/323382,,,1980.0,by Mordecai Richler,0.0,-3.76,29.0,1.0
1027,Dune ,1984,/work/4041425,Dune,/work/4041453,1965.0,by Frank Herbert,1.0,-4.27,26.0,31.0
1028,Once Upon a Time in America ,1984,/work/9682068,Once Upon a Time in America,/work/1906664,,by Harry Grey,0.0,-3.45,1.0,1.0
1029,The NeverEnding Story ,1984,/work/532670,The Neverending Story,/work/1174144,1979.0,by Michael Ende,0.0,-4.15,18.0,9.0
1030,2010: The Year We Make Contact ,1984,/work/2915906,2010: Odyssey Two,/work/7132,,by Arthur C. Clarke,1.0,-3.6,17.0,3.0
1031,Firestarter ,1984,/work/16291059,Firestarter,/work/24193,1980.0,by Stephen King,0.0,-3.64,6.0,6.0
1032,The Natural ,1984,/work/1894224,The Natural,/work/149023,1952.0,by Bernard Malamud,0.0,-3.65,8.0,2.0
1033,Birdy ,1984,/work/3559400,Birdy,/work/63948,1978.0,by William Wharton,0.0,-4.01,1.0,3.0
1034,The Hotel New Hampshire ,1984,/work/6478466,The Hotel New Hampshire,/work/5162,1981.0,by John Irving,0.0,-3.86,12.0,2.0
1035,A Passage to India ,1984,/work/1130628,A Passage to India,/work/2156470,1924.0,by E. M. Forster,0.0,-3.76,10.0,29.0
1036,The Evil That Men Do ,1984,/work/16588502,The Evil that Men Do / The Purloined Planet,/work/791818,1969.0,"by John Brunner, Lin Carter (Author)",1.0,-3.38,1.0,1.0
1037,The Razor's Edge ,1984,/work/17207551,The Razor's Edge,/work/7947,1944.0,by W. Somerset Maugham,0.0,-4.08,8.0,5.0
1038,Flashpoint,,/work/313691,,,2004.0,by Suzanne Brockmann,1.0,-3.9,4.0,2.0
1039,Best Defense ,1984,/work/17725840,"The Walking Dead, Volume 05: The Best Defense",/work/1036473,,"by Robert Kirkman, Charlie Adlard (Inker), Cliff Rathburn (Illustrator)",1.0,-4.01,15.0,1.0
1040,Finders Keepers,,/work/15179344,,,,by Stephen King,1.0,-3.94,10.0,4.0
1041,The Outsiders ,1983,/work/7747039,The Outsiders,/work/22993,1967.0,by S. E. Hinton,0.0,-4.03,14.0,11.0
1042,Christine ,1983,/work/5346501,Christine,/work/35808,1983.0,by Stephen King,0.0,-3.54,12.0,3.0
1043,A Christmas Story ,1983,/work/8182979,In God We Trust: All Others Pay Cash,/work/6608,1966.0,by Jean Shepherd,0.0,-3.98,1.0,1.0
1044,Cujo ,1983,/work/2752778,Cujo,/work/3185,1981.0,by Stephen King,0.0,-3.44,10.0,6.0
1045,The Dead Zone ,1983,/work/3075261,The Dead Zone,/work/2934,1979.0,by Stephen King,0.0,-3.79,15.0,6.0
1046,Something Wicked This Way Comes,,/work/3397,,,1963.0,by Ray Bradbury,1.0,-3.96,11.0,11.0
1047,Terms of Endearment ,1983,/work/758816,Terms of Endearment,/work/42485,1975.0,by Larry McMurtry,1.0,-3.88,8.0,2.0
1048,Rumble Fish ,1983,/work/11778452,Rumble Fish,/work/124717,1975.0,by S. E. Hinton,0.0,-3.67,4.0,2.0
1049,The Keep ,1983,/work/18514521,The Keep,/work/32248,1981.0,by F. Paul Wilson,1.0,-3.77,16.0,1.0
1050,The Lonely Lady ,1983,/work/17798048,The Lonely Lady,/work/43473,1976.0,by Harold Robbins,0.0,-2.52,1.0,1.0
1051,Gorky Park ,1983,/work/4341200,Gorky Park,/work/38344,1981.0,by Martin Cruz Smith,1.0,-3.88,8.0,8.0
1052,The Osterman Weekend ,1983,/work/9964472,The Osterman Weekend,/work/49653,1972.0,by Robert Ludlum,0.0,-3.43,1.0,1.0
1053,The Wicked Lady ,1983,/work/20539727,Life and Death of the Wicked Lady Skelton,/work/625707,1944.0,by Magdalen King-Hall,0.0,-4.25,3.0,1.0
