SearchTerm,Year,Link1,AdaptationOf,Link2,published_x,author_x,series_x,rating_x,charnum_x,awardnum_x
The First Wives Club [1996 film],The First Wives Club [1996 film],/work/2703217,The First Wives Club,/work/10289,1992,by Olivia Goldsmith,0,-3.48,12,1
Crash [1996 film],Crash [1996 film],/work/11733490,Crash,/work/7140,1973,by J. G. Ballard,0,-3.47,6,7
Primal Fear [1996 film],Primal Fear [1996 film],/work/2886645,Primal Fear,/work/179644,1993,by William Diehl,1,-3.97,8,1
101 Dalmatians [1996 live action film],101 Dalmatians [1996 live action film],/work/8027237,The Hundred and One Dalmatians,/work/122301,1956,by Dodie Smith,1,-4,5,3
James and the Giant Peach [1996 film],James and the Giant Peach [1996 film],/work/2755607,James and the Giant Peach,/work/5138,1961,by Roald Dahl,0,-3.96,11,8
The English Patient [1996 film],The English Patient [1996 film],/work/4041507,The English Patient,/work/2941,1992,by Michael Ondaatje,0,-3.9,9,16
The Hunchback of Notre Dame [1996 animated film],The Hunchback of Notre Dame [1996 animated film],/work/710396,The Hunchback of Notre Dame,/work/2971,1831,by Victor Hugo,0,-3.92,13,13
Striptease [1996 film],Striptease [1996 film],/work/7913050,Strip Tease,/work/32221,1993,by Carl Hiaasen,0,-3.64,5,1
Emma [1996 film],Emma [1996 film],/work/831070,Emma,/work/364,1816,by Jane Austen,0,-4.07,69,19
Thinner [1996 film],Thinner [1996 film],/work/16919574,Thinner,/work/35834,1984,by Stephen King,0,-3.42,10,1
White Squall [1996 film],White Squall [1996 film],/work/8832225,The Last Voyage of the Albatross,/work/3031254,,"by Charles F Gieg, Felix Sutton",0,-3,1,1
Bad Moon [1996 film],Bad Moon [1996 film],/work/23135138,Bad Moon Rising,/work/7078923,,by Sherrilyn Kenyon,1,-3.88,39,1
The Fan [1996 film],The Fan [1996 film],/work/7654754,The Fan,/work/539600,,by Peter Abrahams,0,-3.36,4,1
Jude [1996 film],Jude [1996 film],/work/8606389,Jude the Obscure,/work/4365,1895,by Thomas Hardy,0,-3.87,11,14
Eye for an Eye [1996 film],Eye for an Eye [1996 film],/work/18314064,Eye for an Eye,/work/4517484,,by T. Frank Muir,1,-3.16,1,1
Harriet the Spy [1996 film],Harriet the Spy [1996 film],/work/9637224,Harriet the Spy,/work/6205,1964,"by Louise Fitzhugh, Louise Fitzhugh",1,-4.07,11,9
The Juror [1996 film],The Juror [1996 film],/work/16571753,The Juror,/work/179763,1995,by George Dawes Green,0,-3.56,11,1
The Adventures of Pinocchio [1996 film],The Adventures of Pinocchio [1996 film],/work/21408940,Pinocchio,/work/33943,1883,by Carlo Collodi,0,-3.72,5,12
Mary Reilly [1996 film],Mary Reilly [1996 film],/work/809282,Mary Reilly,/work/35816,1990,by Valerie Martin,0,-3.64,2,4
Extreme Measures [1996 film],Extreme Measures [1996 film],/work/17797973,Extreme Measures,/work/5755348,,by Vince Flynn,1,-4.02,2,1
The Chamber [1996 Film],The Chamber [1996 Film],/work/664306,The Chamber,/work/861059,1994,by John Grisham,0,-3.42,2,1
Heaven's Prisoners,Heaven's Prisoners,/work/42405,,,,by James Lee Burke,1,-3.84,10,1
Mrs. Winterbourne [2002 film],Mrs. Winterbourne [2002 film],/work/1220487,,,,,,,,
Before and After [1996 film],Before and After [1996 film],/work/4098614,Before and After,/work/150146,1992,by Rosellen Brown,0,-3.48,3,2
Mother Night {1996 film},Mother Night {1996 film},/work/16422997,Mother Night,/work/816500,1961,by Kurt Vonnegut,0,-4.1,26,3
Solo [1996 Film],Solo [1996 Film],/work/13629364,Solo,/work/56091,,by Jack Higgins,0,-3.34,1,1
The Secret Agent [1996 film],The Secret Agent [1996 film],/work/18431372,The Secret Agent,/work/7220,1907,by Joseph Conrad,0,-3.63,10,10
The Whole Wide World [1996 film],The Whole Wide World [1996 film],/work/9932718,"One who walked alone : Robert E. Howard, the final years",/work/956583,,by Novalyne Price Ellis,0,-4.56,2,1
Clueless [1995 film],Clueless [1995 film],/work/606759,Emma,/work/364,1816,by Jane Austen,0,-4.07,69,19
Jumanji [1995 film],Jumanji [1995 film],/work/699412,Jumanji,/work/45488,1981,by Chris Van Allsburg,1,-4.18,13,15
Casino [1995 film],Casino [1995 film],/work/722374,Casino: Love and Honor in Las Vegas,/work/66235,,by Nicholas Pileggi,0,-3.84,3,1
Sense and Sensibility [1995 film],Sense and Sensibility [1995 film],/work/532599,Sense and Sensibility,/work/2228,1811,by Jane Austen,0,-4.11,18,14
The Basketball Diaries [1995 film],The Basketball Diaries [1995 film],/work/14638139,The Basketball Diaries,/work/27145,,by Jim Carroll,0,-3.86,1,1
The Bridges of Madison County [1995 film],The Bridges of Madison County [1995 film],/work/2345263,The Bridges of Madison County,/work/19030,1992,"by Robert James Waller, Robert James Waller",1,-3.35,8,4
To Die For [1995 film],To Die For [1995 film],/work/1454863,To Die For,/work/91550,1992,by Joyce Maynard,0,-3.44,1,1
Village of the Damned [1995 film],Village of the Damned [1995 film],/work/10343209,The Midwich Cuckoos,/work/19812,1957,by John Wyndham,0,-3.79,5,6
Get Shorty [1995 film],Get Shorty [1995 film],/work/9523720,Get Shorty,/work/23070,1990,by Elmore Leonard,1,-3.73,3,5
Babe [1995 film],Babe [1995 film],/work/712943,Babe: The Gallant Pig,/work/174785,1983,by Dick King-Smith,0,-3.94,1,11
A Little Princess [1995 film],A Little Princess [1995 film],/work/3923203,A Little Princess,/work/1474,1905,by Frances Hodgson Burnett,0,-4.22,12,7
The Baby Sitter's Club [1995 film],The Baby Sitter's Club [1995 film],/work/16792518,The Truth About Stacey,/work/61171,,by Ann M. Martin,1,-3.62,6,1
Congo [1995 film],Congo [1995 film],/work/991463,Congo,/work/11616,1980,by Michael Crichton,0,-3.27,3,3
Rob Roy [1995 film],Rob Roy [1995 film],/work/682586,Rob Roy,/work/35211,1817,by Sir Walter Scott,1,-3.48,26,5
Underground,Underground,/work/58240,,,,by Haruki Murakami,0,-3.83,1,1
Devil in a Blue Dress [1995 film],Devil in a Blue Dress [1995 film],/work/10239466,Devil in a Blue Dress,/work/43273,1990,by Walter Mosley,1,-3.81,3,8
The Indian in the Cupboard [1995 film],The Indian in the Cupboard [1995 film],/work/4140323,The Indian in the Cupboard,/work/6315,1980,by Lynne Reid Banks,1,-3.73,4,12
Fair Game,Fair Game,/work/10440971,,,,by Patricia Briggs,1,-4.2,11,1
The Scarlet Letter [1995 film],The Scarlet Letter [1995 film],/work/22018924,The Scarlet Letter,/work/2264,1850,"by Nathaniel Hawthorne, Karin Jacobson (Editor)",0,-3.38,7,30
Waiting to Exhale [1995 film],Waiting to Exhale [1995 film],/work/11529363,Waiting to Exhale,/work/38007,1992,by Terry McMillan,1,-3.52,11,1
How to Make an American Quilt [1995 film],How to Make an American Quilt [1995 film],/work/15638978,How to Make an American Quilt,/work/17950,1991,by Whitney Otto,0,-3.4,1,2
Clockers [1995 film],Clockers [1995 film],/work/11713296,Clockers,/work/7459,1992,by Richard Price,0,-4.05,2,2
Wild Bill [1995 film],Wild Bill [1995 film],/work/3214047,Deadwood,/work/283417,1968,by Pete Dexter,0,-3.95,7,1
Angels and Insects [1995 film],Angels and Insects [1995 film],/work/2849749,Angels & Insects,/work/2335,1992,by A. S. Byatt,0,-3.56,4,1
Restoration [1995 film],Restoration [1995 film],/work/2213909,Restoration,/work/122681,1989,by Rose Tremain,1,-3.79,9,3
Dr Jekyll and Mr Hyde: York Notes for GCSE (9-1),Dr Jekyll and Mr Hyde: York Notes for GCSE (9-1),/work/23445193,,,,by Anne Rooney,0,,1,1
Hideaway [1995 film],Hideaway [1995 film],/work/9718031,Hideaway,/work/4315,,by Dean Koontz,0,-3.51,4,2
An Awfully Big Adventure [1995 film],An Awfully Big Adventure [1995 film],/work/561698,An Awfully Big Adventure,/work/93288,1989,by Beryl Bainbridge,0,-3.66,3,1
Fluke [1995 film],Fluke [1995 film],/work/8083505,"Fluke, or, I Know Why the Winged Whale Sings",/work/1187603,2002,by Christopher Moore,0,-3.65,6,1
Losing Isaiah [1995 film],Losing Isaiah [1995 film],/work/20557740,Losing Isaiah,/work/691052,,by Seth J. Margolis,0,-3.64,3,1
The Underneath,The Underneath,/work/4954202,,,2008,by Kathi Appelt,0,-3.96,4,10
The Grass Harp [1995 film],The Grass Harp [1995 film],/work/15243172,The Grass Harp: Including A Tree of Night and Other Stories,/work/3580,1951,by Truman Capote,0,-4.09,6,2
The Perez Family,The Perez Family,/work/402554,,,1990,by Christine Bell,0,-3.55,1,1
Two Much [1995 film],Two Much [1995 film],/work/9856843,Two Much,/work/553751,,by Donald E. Westlake,0,-3.27,1,1
Forrest Gump [1994 film],Forrest Gump [1994 film],/work/4039725,Forrest Gump,/work/38337,1986,by Winston Groom,0,-3.43,20,2
Interview with the Vampire: The Vampire Chronicles [1994 film],Interview with the Vampire: The Vampire Chronicles [1994 film],/work/1000488,Interview with the Vampire,/work/3437,1976,by Anne Rice,1,-3.83,6,14
Legends of the Fall [1994 film],Legends of the Fall [1994 film],/work/532538,Legends of the Fall,/work/155485,1979,by Jim Harrison,0,-3.89,3,1
Little Women [1994 film],Little Women [1994 film],/work/646797,Little Women,/work/2770499,1868,by Louisa May Alcott,1,-4.01,10,30
Mary Shelley's Frankenstein [1994 film],Mary Shelley's Frankenstein [1994 film],/work/1290842,Frankenstein,/work/8294,1818,by Mary Shelley,0,-3.81,7,43
Clear and Present Danger [1994 film],Clear and Present Danger [1994 film],/work/7974144,Clear and Present Danger,/work/40588,1989,by Tom Clancy,1,-3.74,3,2
Disclosure [1994 film],Disclosure [1994 film],/work/8212047,Disclosure,/work/35684,1993,by Michael Crichton,0,-3.42,3,1
The Client [1994 film],The Client [1994 film],/work/1107138,The Client,/work/861104,1993,by John Grisham,0,-3.61,4,6
The Jungle Book [1994 film],The Jungle Book [1994 film],/work/9853416,The Jungle Book,/work/9468398,1894,by Rudyard Kipling,1,-3.82,42,5
Intersection [1994 film],Intersection [1994 film],/work/16945510,The Einstein Intersection,/work/49213,1967,by Samuel R. Delany,0,-3.31,2,4
Cemetery Man (1994),Cemetery Man (1994),/work/13894609,,,,by Michele Soavi,0,-4,1,1
Exit to Eden [1994 film],Exit to Eden [1994 film],/work/995048,Exit to Eden,/work/12978,1985,"by Anne Rampling, Anne Rice",0,-3.25,3,1
The Specialist [1994 film],The Specialist [1994 film],/work/1033410,The Specialist,/work/451393,,by Charles Sale,0,-3.67,1,1
Nobody's Fool [1994 film],Nobody's Fool [1994 film],/work/6067941,Nobody's Fool,/work/5859,1993,by Richard Russo,0,-4.18,4,2
The Postman (Il Postino): Original Motion Picture Soundtrack,The Postman (Il Postino): Original Motion Picture Soundtrack,/work/16574650,The Postman,/work/19121,,by David Brin,0,-3.73,1,7
North [1994 film],North [1994 film],/work/12072105,North,/work/2070235,1960,by Louis-Ferdinand Céline,0,-3.78,1,1
No Escape [1994 film],No Escape [1994 film],/work/17438133,No Escape,/work/8640240,2009,by N J Cooper,1,-3.2,3,1
The Road To Wellville [1994 film],The Road To Wellville [1994 film],/work/6550881,The Road to Wellville,/work/71700,,by T. C. Boyle,0,-3.68,13,1
Ashes Of Time [1994 film],Ashes Of Time [1994 film],/work/10602917,Ashes of Time Redux,/work/17516424,,by Kar Wai Wong,0,-2,1,1
My Summer Story [1994 film],My Summer Story [1994 film],/work/13068097,Nature Writings,/work/130138,,by John Muir,0,-4.37,1,1
A Good Man in Africa [1994 film],A Good Man in Africa [1994 film],/work/8930904,A Good Man in Africa,/work/46639,1981,by William Boyd,0,-3.7,5,3
Jurassic Park [1993 film],Jurassic Park [1993 film],/work/5298792,Jurassic Park,/work/12359,1990,by Michael Crichton,1,-3.92,15,18
What's Eating Gilbert Grape [1993 film],What's Eating Gilbert Grape [1993 film],/work/1537953,What's Eating Gilbert Grape,/work/6093,1991,by Peter Hedges,0,-4.12,1,1
Mrs. Doubtfire [1993 film],Mrs. Doubtfire [1993 film],/work/4051521,Madame Doubtfire,/work/122450,1987,by Anne Fine,0,-3.61,1,2
The Firm [1993 film],The Firm [1993 film],/work/1704022,The Firm,/work/861125,1991,by John Grisham,0,-3.74,13,4
Carlito's Way [1993 film],Carlito's Way [1993 film],/work/1545395,After Hours,/work/1248447,,by Edwin Torres,0,-4.25,1,1
The Age of Innocence [1993 film],The Age of Innocence [1993 film],/work/11799407,The Age of Innocence,/work/2237,1920,by Edith Wharton,0,-4.02,18,22
The Three Musketeers [1993 film],The Three Musketeers [1993 film],/work/545351,The Three Musketeers,/work/3745066,1844,by Alexandre Dumas Père,1,-4.07,10,21
The Secret Garden [1993 film],The Secret Garden [1993 film],/work/1099367,The Secret Garden,/work/2770555,1911,by Frances Hodgson Burnett,0,-4.14,10,14
The Remains of the Day [1993 film],The Remains of the Day [1993 film],/work/719310,The Remains of the Day,/work/3035,1989,by Kazuo Ishiguro,0,-4.19,17,20
Alive [1993 film],Alive [1993 film],/work/13887043,Alive: The Story of the Andes Survivors,/work/12152,1974,by Piers Paul Read,0,-3.96,16,4
Sliver [1993 film],Sliver [1993 film],/work/2646522,Sliver,/work/147164,,by Ira Levin,0,-3.04,7,1
The Pelican Brief [1993 film],The Pelican Brief [1993 film],/work/2815551,The Pelican Brief,/work/861140,1992,by John Grisham,0,-3.61,11,3
Body Snatchers [1993 film],Body Snatchers [1993 film],/work/14463510,The Body Snatchers,/work/26563902,1955,by Jack Finney,0,-4.01,1,1
The House of the Spirits [1993 film],The House of the Spirits [1993 film],/work/8368063,The House of the Spirits,/work/4647,1982,by Isabel Allende,0,-4.08,12,23
The Joy Luck Club [1993 film],The Joy Luck Club [1993 film],/work/1862158,The Joy Luck Club,/work/4652,1989,by Amy Tan,0,-3.88,8,15
Rising Sun [1993 film],Rising Sun [1993 film],/work/10245841,Rising Sun,/work/18918,,by Michael Crichton,0,-3.35,2,1
Searching for Bobby Fischer [1993 film],Searching for Bobby Fischer [1993 film],/work/1925328,Searching for Bobby Fischer: The Father of a Prodigy Observes the World of Chess,/work/151736,,by Fred Waitzkin,0,-3.76,2,1
The Adventures of Huck Finn [1993 film],The Adventures of Huck Finn [1993 film],/work/9853418,The Adventures of Huckleberry Finn,/work/3093889,1884,by Mark Twain,1,-3.9,3,39
The Dark Half [1993 film],The Dark Half [1993 film],/work/12574953,The Dark Half,/work/24425,1989,by Stephen King,0,-3.55,5,2
Even Cowgirls Get the Blues [1993 film],Even Cowgirls Get the Blues [1993 film],/work/11400975,Even Cowgirls Get the Blues,/work/6519,1976,by Tom Robbins,0,-3.68,5,2
Death of a Perfect Mother,Death of a Perfect Mother,/work/423978,,,1981,by Robert Barnard,0,-3.25,1,1
Carnosaur,Carnosaur,/work/55818,Carnosaur {1993 movie},/work/4143655,1993,by Adam Simon,1,-1.5,1,1
Boiling Point [1993 film],Boiling Point [1993 film],/work/5814396,Money Men,/work/474242,,by Gerald Petievich,0,-4.5,1,1
Bram Stoker's Dracula [1992 film],Bram Stoker's Dracula [1992 film],/work/9665019,Dracula,/work/883,1897,by Bram Stoker,0,-3.96,54,31
The Last of the Mohicans [1992 film],The Last of the Mohicans [1992 film],/work/11962175,The Last of the Mohicans,/work/4599771,1826,"by James Fenimore Cooper, Edward A. Wilson (Illustrator)",1,-3.47,7,9
Aladdin [1992 film],Aladdin [1992 film],/work/7992754,The Arabian Nights: Tales from a Thousand and One Nights,/work/6253701,,by Richard Burton (Translator),0,-3.9,1,4
Scent of a Woman [1992 film],Scent of a Woman [1992 film],/work/945793,Scent of a Woman,/work/598193,1969,by Giovanni Arpino,0,-3.05,1,3
Patriot Games [1992 film],Patriot Games [1992 film],/work/1018026,Patriot Games,/work/829005,1998,by Tom Clancy,1,-3.8,10,1
Single White Female [1992 film],Single White Female [1992 film],/work/10310627,Single White Female,/work/615779,,by John Lutz,0,-3.33,5,1
The Player [1992 film],The Player [1992 film],/work/612768,The Player,/work/123035,,by Michael Tolkin,0,-3.57,1,3
The Power of One,The Power of One,/work/71039,,,1989,by Bryce Courtenay,1,-4.26,6,4
Memoirs of an Invisible Man [1992 film],Memoirs of an Invisible Man [1992 film],/work/9715369,Memoirs of an Invisible Man,/work/137801,1987,by H. F. Saint,0,-4.16,3,1
Orlando [1992 film],Orlando [1992 film],/work/9445660,Orlando: A Biography,/work/5379,1928,by Virginia Woolf,0,-3.89,4,16
Like Water for Chocolate [1992 film],Like Water for Chocolate [1992 film],/work/10808152,Like Water for Chocolate,/work/3238818,1989,by Laura Esquivel,1,-3.84,26,8
South Central [1992 film],South Central [1992 film],/work/15864747,Crips: The Story of the L A Street Gang from 1971-1985,/work/2796936,,by Donald Bakeer,0,,1,1
A Midnight Clear [1992 film],A Midnight Clear [1992 film],/work/4094794,A Midnight Clear,/work/240276,,by William Wharton,0,-4.13,1,2
The Mambo Kings [1992 film],The Mambo Kings [1992 film],/work/15914282,The Mambo Kings Play Songs of Love,/work/83428,1989,by Oscar Hijuelos,1,-3.58,1,4
City of Joy [1992 film],City of Joy [1992 film],/work/21022726,The City of Joy,/work/25872,,by Dominique Lapierre,0,-3.99,3,4
Waterland [1992 film],Waterland [1992 film],/work/9293777,Waterland,/work/18372,1983,by Graham Swift,0,-3.94,6,9
Night and the City [1992 film],Night and the City [1992 film],/work/13616712,Night and the City [1950 film],/work/4220836,1950,"by Jules Dassin, Jo. Eisinger (Screenwriter)",0,-3.79,1,1
Rich in Love [1992 film],Rich in Love [1992 film],/work/13958714,Rich In Love,/work/85746,1987,by Josephine Humphreys,0,-3.62,1,1
The Silence of the Lambs [1991 film],The Silence of the Lambs [1991 film],/work/93196,The Silence of the Lambs,/work/6052,1988,by Thomas Harris,1,-4.08,21,20
Cape Fear [1991 film],Cape Fear [1991 film],/work/2669307,Cape Fear,/work/143921,,by John D. MacDonald,0,-3.5,22,2
Fried Green Tomatoes [1991 film],Fried Green Tomatoes [1991 film],/work/758735,Fried Green Tomatoes at the Whistle Stop Cafe,/work/20034,1987,by Fannie Flagg,1,-4.12,14,6
Sleeping with the Enemy [1991 film],Sleeping with the Enemy [1991 film],/work/15674109,Sleeping with the Enemy,/work/53496,1987,by Nancy Price,0,-3.54,3,1
Return to the Blue Lagoon [1991 film],Return to the Blue Lagoon [1991 film],/work/12842254,The Blue Lagoon / Return to the Blue Lagoon (Double Feature),/work/16702663,,by Randal Kleiser,0,,1,1
Naked Lunch [1991 film],Naked Lunch [1991 film],/work/3914309,Naked Lunch,/work/5852,1959,by William S. Burroughs,0,-3.52,8,12
The Commitments [1991 film],The Commitments [1991 film],/work/806110,The Commitments,/work/3186582,1987,by Roddy Doyle,1,-3.8,6,3
Toy Soldiers [1991 film],Toy Soldiers [1991 film],/work/11525,Toy Soldiers,/work/472806,,by William P. Kennedy,0,-4,1,1
Rush [1991 film],Rush [1991 film],/work/17036673,Rush,/work/444613,1990,by Kim Wozencraft,0,-3.5,1,1
The Prince of Tides [1991 film],The Prince of Tides [1991 film],/work/10492200,The Prince of Tides,/work/3031,1986,by Pat Conroy,0,-4.1,3,5
Shattered [1991 film],Shattered [1991 film],/work/26300323,Shattered,/work/429487,1969,by Richard Neely,0,-3.33,1,1
White Fang [1991 film],White Fang [1991 film],/work/2348042,White Fang,/work/4784,1906,by Jack London,0,-3.88,3,3
Black Robe [1991 film],Black Robe [1991 film],/work/1593570,Black Robe,/work/46354,1985,by Brian Moore,0,-3.74,2,2
King Ralph [film],King Ralph [film],/work/3980463,Headlong,/work/2024524,,by Emlyn Williams,0,-4,1,1
Flight of the Intruder [1991 film],Flight of the Intruder [1991 film],/work/4342916,Flight of the Intruder,/work/229520,1986,by Stephen Coonts,1,-3.76,1,1
Rambling Rose [1991 film],Rambling Rose [1991 film],/work/12692889,Rambling Rose,/work/146757,,by Calder Willingham,0,-4.13,1,1
Beastmaster 2: Through the Portal of Time,Beastmaster 2: Through the Portal of Time,/work/16805345,,,,"by Sylvio Tabet, Don Coscarelli (Writer), Doug Miles (Writer), Andre Norton (Writer), Paul Pepperman (Writer) — 2 more, R. J. Robertson (Writer), Jim Wynorski (Writer)",1,,1,1
Body Parts [1991 Film],Body Parts [1991 Film],/work/22063422,Body Parts,/work/2295527,,by Jere R. Hoar,0,-3,1,1
A Kiss Before Dying [1991 film],A Kiss Before Dying [1991 film],/work/15925041,A Kiss before Dying,/work/166041,1954,by Ira Levin,0,-3.79,7,5
Poison [1991 film],Poison [1991 film],/work/2750870,Poison,/work/6601019,,"by Tammi Salzano, Heather Dakota",0,,1,1
At Play in The Fields of the Lord [1991 film],At Play in The Fields of the Lord [1991 film],/work/14930124,At Play in the Fields of the Lord,/work/91254,1965,by Peter Matthiessen,0,-3.91,2,2
A Rage in Harlem [1991 film],A Rage in Harlem [1991 film],/work/22883375,A Rage in Harlem,/work/440982,1957,by Chester Himes,1,-3.75,8,6
GoodFellas [1990 film],GoodFellas [1990 film],/work/8230084,Wiseguy,/work/4005881,1985,by Nicholas Pileggi,0,-4.08,6,4
Misery [1990 film],Misery [1990 film],/work/6275094,Misery,/work/2724,,by Stephen King,0,-3.97,6,13
The Hunt for Red October [1990 film],The Hunt for Red October [1990 film],/work/435513,The Hunt for Red October,/work/828677,1984,by Tom Clancy,1,-4,20,6
Dances with Wolves [1990 film],Dances with Wolves [1990 film],/work/942202,Dances with Wolves,/work/53434,,by Michael Blake,1,-3.96,3,5
Awakenings [1990 film],Awakenings [1990 film],/work/1338930,Awakenings,/work/5689,1973,by Oliver Sacks,0,-3.92,1,3
Die Hard 2: Die Harder [1990 film],Die Hard 2: Die Harder [1990 film],/work/2208938,58 Minutes,/work/1499550,,by Walter Wager,0,-3.5,2,1
Wild At Heart [1990 film],Wild At Heart [1990 film],/work/945870,Wild at Heart,/work/67730,1990,by Barry Gifford,1,-3.67,2,1
Cabal,Cabal,/work/32144,,,,by Clive Barker,1,-3.71,13,1
Presumed Innocent [1990 film],Presumed Innocent [1990 film],/work/758788,Presumed Innocent,/work/32042,1987,by Scott Turow,1,-3.87,2,8
The Hot Spot [1990 film],The Hot Spot [1990 film],/work/780289,Land of the Giants #2: The Hot Spot,/work/398745,,by Murray Leinster,1,-4,1,1
The Bonfire of the Vanities [1990 film],The Bonfire of the Vanities [1990 film],/work/17589503,The Bonfire of the Vanities,/work/10138,1987,by Tom Wolfe,0,-3.82,6,18
Revenge: Short Stories by Women Writers,Revenge: Short Stories by Women Writers,/work/5401,,,,by Kate Saunders (Editor),0,-3.33,1,1
Quick Change [1990 film],Quick Change [1990 film],/work/15929638,Quick Change,/work/759590,,by Jay Cronley,0,-4.33,1,1
The Russia House [1990 film],The Russia House [1990 film],/work/8670528,The Russia House,/work/4818,1989,by John le Carré,0,-3.61,14,1
The Boyfriend School [1990 film],The Boyfriend School [1990 film],/work/23112711,The Boyfriend School,/work/313078,,by Sarah Bird,0,-3.94,1,1
The Sheltering Sky [1990 film],The Sheltering Sky [1990 film],/work/6538166,The Sheltering Sky,/work/70629,1949,by Paul Bowles,0,-3.85,7,11
A Shock to the System,A Shock to the System,/work/269453,,,1995,by Richard Stevenson,1,-3.81,2,1
Roger Corman's Frankenstein Unbound [1990 film],Roger Corman's Frankenstein Unbound [1990 film],/work/18339865,Frankenstein Unbound,/work/215622,1973,by Brian W. Aldiss,1,-3.05,4,1
Desperate Hours [1990 film],Desperate Hours [1990 film],/work/10595269,The Desperate Hours,/work/959525,1954,by Joseph Hayes,0,-3.27,1,2
Mountains of the Moon [1990 film],Mountains of the Moon [1990 film],/work/807019,Burton and Speke,/work/232219,,by William Harrison,0,-4.18,2,1
"White Hunter, Black Heart [1990 film]","White Hunter, Black Heart [1990 film]",/work/10392793,"White Hunter, Black Heart",/work/309447,1953,by Peter Viertel,0,-4.5,1,1
Cadence [1990 film],Cadence [1990 film],/work/18160480,Cadence,/work/800441,,by B. J. Hoff,1,-4.1,1,1
The Fourth War [1990 film],The Fourth War [1990 film],/work/10595273,The War in Pictures: Fourth Year,/work/6249201,,by Odhams Press London,1,-5,1,1
Pet Sematary [1989 film],Pet Sematary [1989 film],/work/12536503,Pet Sematary,/work/24308,,by Stephen King,0,-3.76,7,10
Dead Calm [1989 film],Dead Calm [1989 film],/work/126700,"The Walking Dead, Volume 07: The Calm Before",/work/3946969,,"by Robert Kirkman, Charlie Adlard (Illustrator), Cliff Rathburn (Illustrator)",1,-3.95,12,1
Valmont [1989 film],Valmont [1989 film],/work/1460246,Les Liaisons Dangereuses,/work/32388,1782,by Pierre Choderlos de Laclos,0,-4.11,5,9
Let It Ride (Pickup Men) (Volume 2),Let It Ride (Pickup Men) (Volume 2),/work/15028516,,,,by L C Chase,1,-3.74,2,1
"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!","Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!",/work/12716,,,1997,"by Robert T. Kiyosaki, Sharon L. Lechter",0,-3.61,1,2
Johnny Handsome [1989 movie],Johnny Handsome [1989 movie],/work/11059020,"The three worlds of Johnny Handsome,",/work/1962301,,by John Godey,0,-3,1,1
A Dry White Season [1989 film],A Dry White Season [1989 film],/work/18002953,A Dry White Season,/work/27399,1979,by André Brink,0,-3.94,5,5
The Rainbow [1989 film],The Rainbow [1989 film],/work/11044956,The Rainbow,/work/27196,1915,by D. H. Lawrence,1,-3.64,4,8
Enemies: A Love Story [1989 film],Enemies: A Love Story [1989 film],/work/6205761,"Enemies, A Love Story",/work/56644,1966,by Isaac Bashevis Singer,0,-3.91,1,4
Heart of Dixie (Loveswept),Heart of Dixie (Loveswept),/work/2097145,,,,by Tami Hoag,0,-2.96,1,1
The Old Gringo,The Old Gringo,/work/84298,,,1985,by Carlos Fuentes,0,-3.5,4,2
In Country [1989 film],In Country [1989 film],/work/3364169,In Country,/work/114559,1985,by Bobbie Ann Mason,0,-3.61,2,2
Day of the Cheetah,Day of the Cheetah,/work/61977,,,1989,by Dale Brown,1,-3.48,1,1
Die Hard [1988 film],Die Hard [1988 film],/work/12535416,Nothing Lasts Forever,/work/652051,1983,by Roderick Thorp,1,-3.26,1,1
Who Framed Roger Rabbit [1988 film],Who Framed Roger Rabbit [1988 film],/work/1246629,Who Censored Roger Rabbit,/work/88169,1981,by Gary K. Wolf,1,-3.45,1,1
Grave of the Fireflies [1988 film],Grave of the Fireflies [1988 film],/work/317925,Grave of the Fireflies,/work/258186,1967,by Akiyuki Nosaka,0,-3.9,1,1
The Lair of the White Worm [1988 film],The Lair of the White Worm [1988 film],/work/2931939,The Lair of the White Worm,/work/215367,1911,by Bram Stoker,0,-2.68,1,1
Dangerous Liaisons [1988 film],Dangerous Liaisons [1988 film],/work/1437179,Les Liaisons Dangereuses,/work/32388,1782,by Pierre Choderlos de Laclos,0,-4.11,5,9
The Last Temptation of Christ [1988 film],The Last Temptation of Christ [1988 film],/work/1886588,The Last Temptation of Christ,/work/8493,1955,by Nikos Kazantzakis,0,-4.01,1,4
Scrooged [1988 film],Scrooged [1988 film],/work/780424,A Christmas Carol,/work/1549,1843,by Charles Dickens,1,-4.09,14,20
The Unbearable Lightness of Being [1988 film],The Unbearable Lightness of Being [1988 film],/work/8192906,The Unbearable Lightness of Being,/work/5068,1984,by Milan Kundera,0,-4.01,13,21
The Adventures of Baron Munchausen [1988 film],The Adventures of Baron Munchausen [1988 film],/work/4036467,The Surprising Adventures of Baron Munchausen,/work/200476,1785,"by Rudolf Erich Raspe, Rudolf Erich Raspe (Author)",0,-3.58,15,3
Monkey Shines,Monkey Shines,/work/960380,,,,by Michael Stewart,0,-3.64,1,1
Funny Farm [1988 film],Funny Farm [1988 film],/work/13364121,Funny Farm: A Sweeping Epic of the Sticks,/work/639309,,by Jay Cronley,0,-3.75,1,1
"Bright Lights, Big City [1988 film]","Bright Lights, Big City [1988 film]",/work/2208637,"Bright Lights, Big City",/work/10474,1984,by Jay McInerney,0,-3.63,5,1
