title,description,contributor,author,contributor_note,price,age_group,publisher,isbns,ranks_history,reviews
SAVOR THE MOMENT,A founder of the wedding-planning company Vows has a crush on her partner’s brother; Book 3 in the Bride Quartet.,by Nora Roberts,Nora Roberts,,0.00,,Jove,"[{'isbn10': '0425233685', 'isbn13': '9780425233689'}, {'isbn10': '1594133778', 'isbn13': '9781594133770'}, {'isbn10': '0515150975', 'isbn13': '9780515150971'}]","[{'primary_isbn10': '0515150975', 'primary_isbn13': '9780515150971', 'rank': 35, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2012-09-02', 'bestsellers_date': '2012-08-18', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0515150975', 'primary_isbn13': '9780515150971', 'rank': 33, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2012-08-19', 'bestsellers_date': '2012-08-04', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0515150975', 'primary_isbn13': '9780515150971', 'rank': 14, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2012-08-12', 'bestsellers_date': '2012-07-28', 'weeks_on_list': 4, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0515150975', 'primary_isbn13': '9780515150971', 'rank': 23, 'list_name': 'Combined Print Fiction', 'display_name': 'Combined Hardcover & Paperback Fiction', 'published_date': '2012-08-05', 'bestsellers_date': '2012-07-21', 'weeks_on_list': 0, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0515150975', 'primary_isbn13': '9780515150971', 'rank': 7, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2012-08-05', 'bestsellers_date': '2012-07-21', 'weeks_on_list': 3, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0515150975', 'primary_isbn13': '9780515150971', 'rank': 7, 'list_name': 'Mass Market Paperback', 'display_name': 'Paperback Mass-Market Fiction', 'published_date': '2012-07-29', 'bestsellers_date': '2012-07-14', 'weeks_on_list': 2, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
Savoring the Past: The French Kitchen and Table from 1300 to 1789,,,Barbara Ketcham Wheaton,,0.00,,,"[{'isbn10': '0684818574', 'isbn13': '9780684818573'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1983/07/24/books/when-food-was-commentary.html', 'article_chapter_link': None}]"
SAVVY,Mibs is about to receive the supernatural abilities that run in her family.,by Ingrid Law,Ingrid Law,,7.99,Ages 9 to 12,Puffin/Penguin,"[{'isbn10': '0142414336', 'isbn13': '9780142414330'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
SAY GOODBYE,An F.B.I. agent tracks a serial killer who uses spiders as a weapon.,by Lisa Gardner,Lisa Gardner,,25.00,,Bantam,[],[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
SAY GOODBYE TO SURVIVAL MODE,"Strategies for stressing less and living with passion, from the creator of MoneySavingMom.com.",by Crystal Paine,Crystal Paine,,0.00,,Nelson Books/Thomas Nelson,"[{'isbn10': '1400206464', 'isbn13': '9781400206469'}, {'isbn10': '1400206472', 'isbn13': '9781400206476'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
Say Her Name: A Novel,,,Francisco Goldman,,0.00,,,"[{'isbn10': '0802145809', 'isbn13': '9780802145802'}]",[],"[{'book_review_link': 'https://www.nytimes.com/2011/04/10/books/review/book-review-say-her-name-by-francisco-goldman.html', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/2011/04/10/books/review/book-review-say-her-name-by-francisco-goldman.html', 'article_chapter_link': None}]"
"SAY I LOVE YOU, VOL. 16",Mei and Yamato’s decision to attend different colleges puts a strain on their relationship.,by Kanae Hazuki,Kanae Hazuki,,0.00,,Kodansha Comics,"[{'isbn10': '163236302X', 'isbn13': '9781632363022'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"SAY I LOVE YOU, VOL. 2","Mei Tachibana has no friends and that’s how she likes it. But will she change her tune when Yamato, the most popular boy in school, wants to be her boyfriend?",by Kanae Hazuki,Kanae Hazuki,,0.00,,Kodansha Comics,"[{'isbn10': '1612626033', 'isbn13': '9781612626031'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"SAY I LOVE YOU, VOL. 3","Mei Tachibana has no friends and that’s how she likes it. But will she change her tune when Yamato, the most popular boy in school, wants to be her boyfriend?",by Kanae Hazuki,Kanae Hazuki,,0.00,,Kodansha Comics,"[{'isbn10': '1612626041', 'isbn13': '9781612626048'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"SAY I LOVE YOU, VOL. 6","Mei Tachibana has no friends and that’s how she likes it. But will she change her tune when Yamato, the most popular boy in school, wants to be her boyfriend?",by Kanae Hazuki,Kanae Hazuki,,0.00,,Kodansha Comics,"[{'isbn10': '1612626718', 'isbn13': '9781612626710'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
SAY I'M YOURS,A dance brings a second chance at love; or does it?,by Corinne Michaels,Corinne Michaels,,0.00,,EverAfter Romance,"[{'isbn10': '1942834217', 'isbn13': '9781942834212'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
SAY MY NAME,,by J. Kenner,J Kenner,,0.00,,Bantam,"[{'isbn10': '0553395203', 'isbn13': '9780553395204'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
Say Nice Things About Detroit: A Novel,,,Scott Lasser,,0.00,,,"[{'isbn10': '0393082997', 'isbn13': '9780393082999'}]",[],"[{'book_review_link': 'https://www.nytimes.com/2012/08/29/books/say-nice-things-about-detroit-scott-lassers-new-novel.html', 'first_chapter_link': None, 'sunday_review_link': '', 'article_chapter_link': None}]"
SAY NO TO THE DUKE,The fourth book in the Wildes of Lindow Castle series. Will Lady Betsy Wilde have an adventure in boy’s clothes or spend the night with Lord Jeremy Roden?,by Eloisa James,Eloisa James,,0.00,,Avon,"[{'isbn10': '0062877828', 'isbn13': '9780062877826'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
SAY NOTHING,A look at the conflict in Northern Ireland known as the Troubles.,by Patrick Radden Keefe,Patrick Radden Keefe,,0.00,,Anchor,"[{'isbn10': '0385521316', 'isbn13': '9780385521314'}, {'isbn10': '0385543379', 'isbn13': '9780385543378'}, {'isbn10': '1984883216', 'isbn13': '9781984883216'}, {'isbn10': '0307279286', 'isbn13': '9780307279286'}]","[{'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 8, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2020-05-17', 'bestsellers_date': '2020-05-02', 'weeks_on_list': 9, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 14, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2020-05-03', 'bestsellers_date': '2020-04-18', 'weeks_on_list': 8, 'rank_last_week': 13, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 13, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2020-04-26', 'bestsellers_date': '2020-04-11', 'weeks_on_list': 7, 'rank_last_week': 6, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 6, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2020-04-19', 'bestsellers_date': '2020-04-04', 'weeks_on_list': 6, 'rank_last_week': 5, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 15, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2020-04-12', 'bestsellers_date': '2020-03-28', 'weeks_on_list': 14, 'rank_last_week': 12, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 5, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2020-04-12', 'bestsellers_date': '2020-03-28', 'weeks_on_list': 5, 'rank_last_week': 3, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 3, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2020-04-05', 'bestsellers_date': '2020-03-21', 'weeks_on_list': 4, 'rank_last_week': 2, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 12, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2020-04-05', 'bestsellers_date': '2020-03-21', 'weeks_on_list': 13, 'rank_last_week': 10, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 2, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2020-03-29', 'bestsellers_date': '2020-03-14', 'weeks_on_list': 3, 'rank_last_week': 5, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 10, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2020-03-29', 'bestsellers_date': '2020-03-14', 'weeks_on_list': 12, 'rank_last_week': 14, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 14, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2020-03-22', 'bestsellers_date': '2020-03-07', 'weeks_on_list': 11, 'rank_last_week': 9, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 5, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2020-03-22', 'bestsellers_date': '2020-03-07', 'weeks_on_list': 2, 'rank_last_week': 2, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 2, 'list_name': 'Paperback Nonfiction', 'display_name': 'Paperback Nonfiction', 'published_date': '2020-03-15', 'bestsellers_date': '2020-02-29', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0307279286', 'primary_isbn13': '9780307279286', 'rank': 9, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2020-03-15', 'bestsellers_date': '2020-02-29', 'weeks_on_list': 10, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0385521316', 'primary_isbn13': '9780385521314', 'rank': 15, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2020-02-16', 'bestsellers_date': '2020-02-01', 'weeks_on_list': 10, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0385521316', 'primary_isbn13': '9780385521314', 'rank': 13, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2020-02-02', 'bestsellers_date': '2020-01-18', 'weeks_on_list': 9, 'rank_last_week': 12, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0385521316', 'primary_isbn13': '9780385521314', 'rank': 13, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2020-02-02', 'bestsellers_date': '2020-01-18', 'weeks_on_list': 9, 'rank_last_week': 15, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0385521316', 'primary_isbn13': '9780385521314', 'rank': 12, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2020-01-26', 'bestsellers_date': '2020-01-11', 'weeks_on_list': 8, 'rank_last_week': 6, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0385521316', 'primary_isbn13': '9780385521314', 'rank': 15, 'list_name': 'Combined Print and E-Book Nonfiction', 'display_name': 'Combined Print & E-Book Nonfiction', 'published_date': '2020-01-26', 'bestsellers_date': '2020-01-11', 'weeks_on_list': 8, 'rank_last_week': 7, 'asterisk': 0, 'dagger': 0}, {'primary_isbn10': '0385521316', 'primary_isbn13': '9780385521314', 'rank': 6, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2020-01-19', 'bestsellers_date': '2020-01-04', 'weeks_on_list': 7, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': 'https://www.nytimes.com/2019/02/22/books/review/say-nothing-patrick-radden-keefe.html', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
SAY SOMETHING!,"Children express themselves through words, actions and creativity.",by Peter H. Reynolds,Peter H Reynolds,,0.00,,Orchard,"[{'isbn10': '0545865034', 'isbn13': '9780545865036'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
SAY YOU WANT ME,A woman's resistance to a Southern Lothario erodes.,by Corinne Michaels,Corinne Michaels,,0.00,,BAAE,"[{'isbn10': '1942834209', 'isbn13': '9781942834205'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
SAY YOU'LL STAY,"After a failed marriage, a woman returns to her Tennessee hometown and encounters the man who deserted her 17 years earlier.",by Corinne Michaels,Corinne Michaels,,0.00,,BAAE,"[{'isbn10': '1942834187', 'isbn13': '9781942834182'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
SAY YOU'RE ONE OF THEM,"Stories set in Africa, told from the point of view of wise and resilient children.",by Uwem Akpan,Uwem Akpan,,14.99,,"Back Bay/Little, Brown","[{'isbn10': '0316086371', 'isbn13': '9780316086370'}, {'isbn10': '0316113956', 'isbn13': '9780316113953'}]",[],"[{'book_review_link': 'https://www.nytimes.com/2008/06/27/books/27book.html', 'first_chapter_link': 'https://www.nytimes.com/2008/06/27/books/chapters/chapter-one-of-them.html', 'sunday_review_link': 'https://www.nytimes.com/2008/07/27/books/review/Taylor-t.html', 'article_chapter_link': ''}]"
SAY YOU'RE SORRY,The clinical psychologist Joe O’Loughlin and the ex-cop Vincent Ruiz persuade the police to reopen the investigation into the fate of two popular teenage girls who disappeared years earlier.,by Michael Robotham,Michael Robotham,,0.00,,"Mulholland/Little, Brown","[{'isbn10': '0316221252', 'isbn13': '9780316221252'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"Sayonara, Michelangelo: The Sistine Chapel Restored and Repackaged",,,Waldemar Januszczak,,0.00,,,"[{'isbn10': '0201567504', 'isbn13': '9780201567502'}]",[],"[{'book_review_link': '', 'first_chapter_link': None, 'sunday_review_link': 'https://www.nytimes.com/1990/11/11/books/those-big-guys-on-the-ceiling.html', 'article_chapter_link': None}]"
"SAYONARA, ZETSUBOU-SENSEI, VOL. 11","Nozomu is a teacher in Japan who is painfully depressed, but very popular with students.",by Koji Kumeta,Koji Kumeta,,10.99,,Kodansha Comics,"[{'isbn10': '1935429817', 'isbn13': '9781935429814'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"SAYONARA, ZETSUBOU-SENSEI, VOL. 12","Nozomu is a teacher in Japan who is painfully depressed, but very popular with students.",by Koji Kumeta,Koji Kumeta,,10.99,,Kodansha Comics,"[{'isbn10': '1935429825', 'isbn13': '9781935429821'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"SAYONARA, ZETSUBOU-SENSEI, VOL. 13","Nozomu is a teacher in Japan who is painfully depressed, but very popular with students.",by Koji Kumeta,Koji Kumeta,,10.99,,Kodansha America,"[{'isbn10': '1612620779', 'isbn13': '9781612620770'}]",[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"SAYONARA, ZETSUBOU-SENSEI, VOL. 14","Nozomu is a teacher in Japan who is painfully depressed, but very popular with students.",by Koji Kumeta,Koji Kumeta,,10.99,,Kodansha America,"[{'isbn10': '1612620787', 'isbn13': '9781612620787'}]","[{'primary_isbn10': '1612620787', 'primary_isbn13': '9781612620787', 'rank': 9, 'list_name': 'Manga', 'display_name': 'Manga', 'published_date': '2012-04-29', 'bestsellers_date': '2012-04-14', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"SAYONARA, ZETSUBOU-SENSEI: VOL., 3","Zetsubou is a high school teacher with suicidal thoughts. Will he survive his encounters with Kafuka, the ""most optimistic girl in the world""?",by Koji Kumeta,Koji Kumeta,,10.99,,Del Rey,[],[],"[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
SCALIA SPEAKS,"Speeches given by the influential Supreme Court associate justice, who died in 2016.",by Antonin Scalia. Edited by Christopher J. Scalia and Edward Whelan,Antonin Scalia,Edited by Christopher J. Scalia and Edward Whelan,0.00,,Crown Forum,"[{'isbn10': '0525573321', 'isbn13': '9780525573326'}]","[{'primary_isbn10': '0525573321', 'primary_isbn13': '9780525573326', 'rank': 15, 'list_name': 'Hardcover Nonfiction', 'display_name': 'Hardcover Nonfiction', 'published_date': '2017-10-22', 'bestsellers_date': '2017-10-07', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': 'https://www.nytimes.com/2017/10/30/books/review/antonin-scalia-speaks-speeches-alan-dershowitz.html', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
"SCALPED, VOL. 10",Everything comes to a boil in this final volume of this series about South Dakota’s fictional Prairie Rose Indian Reservation and the corrupt casino owner Red Crow.,by Jason Aaron and R.M. Guera,Jason Aaron and RM Guera,,14.99,,DC Comics,"[{'isbn10': '1401237347', 'isbn13': '9781401237349'}]","[{'primary_isbn10': '1401237347', 'primary_isbn13': '9781401237349', 'rank': 3, 'list_name': 'Paperback Graphic Books', 'display_name': 'Paperback Graphic Books', 'published_date': '2012-12-09', 'bestsellers_date': '2012-11-24', 'weeks_on_list': 1, 'rank_last_week': 0, 'asterisk': 0, 'dagger': 0}]","[{'book_review_link': '', 'first_chapter_link': '', 'sunday_review_link': '', 'article_chapter_link': ''}]"
