SearchTerm,Link1,AdaptationOf,Link2,published_x,author_x,series_x,rating_x,charnum_x,awardnum_x
Alive [1993 film],/work/13887043,Alive: The Story of the Andes Survivors,/work/12152,(1974),by Piers Paul Read,0.0,(3.96),16.0,4.0
Sliver [1993 film],/work/2646522,Sliver,/work/147164,,by Ira Levin,0.0,(3.04),7.0,1.0
The Pelican Brief [1993 film],/work/2815551,The Pelican Brief,/work/861140,(1992),by John Grisham,0.0,(3.61),11.0,3.0
Body Snatchers [1993 film],/work/14463510,The Body Snatchers,/work/26563902,(1955),by Jack Finney,0.0,(4.01),1.0,1.0
The House of the Spirits [1993 film],/work/8368063,The House of the Spirits,/work/4647,(1982),by Isabel Allende,0.0,(4.08),12.0,23.0
The Joy Luck Club [1993 film],/work/1862158,The Joy Luck Club,/work/4652,(1989),by Amy Tan,0.0,(3.88),8.0,15.0
Rising Sun [1993 film],/work/10245841,Rising Sun,/work/18918,,by Michael Crichton,0.0,(3.35),2.0,1.0
Searching for Bobby Fischer [1993 film],/work/1925328,Searching for Bobby Fischer: The Father of a Prodigy Observes the World of Chess,/work/151736,,by Fred Waitzkin,0.0,(3.76),2.0,1.0
The Adventures of Huck Finn [1993 film],/work/9853418,The Adventures of Huckleberry Finn,/work/3093889,(1884),by Mark Twain,1.0,(3.9),3.0,39.0
The Dark Half [1993 film],/work/12574953,The Dark Half,/work/24425,(1989),by Stephen King,0.0,(3.55),5.0,2.0
Even Cowgirls Get the Blues [1993 film],/work/11400975,Even Cowgirls Get the Blues,/work/6519,(1976),by Tom Robbins,0.0,(3.68),5.0,2.0
Death of a Perfect Mother,/work/423978,,,(1981),by Robert Barnard,0.0,(3.25),1.0,1.0
Carnosaur,/work/55818,Carnosaur {1993 movie},/work/4143655,(1993),by Adam Simon,1.0,(1.5),1.0,1.0
Boiling Point [1993 film],/work/5814396,Money Men,/work/474242,,by Gerald Petievich,0.0,(4.5),1.0,1.0
Bram Stoker's Dracula [1992 film],/work/9665019,Dracula,/work/883,(1897),by Bram Stoker,0.0,(3.96),54.0,31.0
The Last of the Mohicans [1992 film],/work/11962175,The Last of the Mohicans,/work/4599771,(1826),"by James Fenimore Cooper, Edward A. Wilson (Illustrator)",1.0,(3.47),7.0,9.0
Aladdin [1992 film],/work/7992754,The Arabian Nights: Tales from a Thousand and One Nights,/work/6253701,,by Richard Burton (Translator),0.0,(3.9),1.0,4.0
Scent of a Woman [1992 film],/work/945793,Scent of a Woman,/work/598193,(1969),by Giovanni Arpino,0.0,(3.05),1.0,3.0
Patriot Games [1992 film],/work/1018026,Patriot Games,/work/829005,(1998),by Tom Clancy,1.0,(3.8),10.0,1.0
Single White Female [1992 film],/work/10310627,Single White Female,/work/615779,,by John Lutz,0.0,(3.33),5.0,1.0
The Player [1992 film],/work/612768,The Player,/work/123035,,by Michael Tolkin,0.0,(3.57),1.0,3.0
The Power of One,/work/71039,,,(1989),by Bryce Courtenay,1.0,(4.26),6.0,4.0
Memoirs of an Invisible Man [1992 film],/work/9715369,Memoirs of an Invisible Man,/work/137801,(1987),by H. F. Saint,0.0,(4.16),3.0,1.0
Orlando [1992 film],/work/9445660,Orlando: A Biography,/work/5379,(1928),by Virginia Woolf,0.0,(3.89),4.0,16.0
Like Water for Chocolate [1992 film],/work/10808152,Like Water for Chocolate,/work/3238818,(1989),by Laura Esquivel,1.0,(3.84),26.0,8.0
South Central [1992 film],/work/15864747,Crips: The Story of the L A Street Gang from 1971-1985,/work/2796936,,by Donald Bakeer,0.0,,1.0,1.0
A Midnight Clear [1992 film],/work/4094794,A Midnight Clear,/work/240276,,by William Wharton,0.0,(4.13),1.0,2.0
The Mambo Kings [1992 film],/work/15914282,The Mambo Kings Play Songs of Love,/work/83428,(1989),by Oscar Hijuelos,1.0,(3.58),1.0,4.0
City of Joy [1992 film],/work/21022726,The City of Joy,/work/25872,,by Dominique Lapierre,0.0,(3.99),3.0,4.0
Waterland [1992 film],/work/9293777,Waterland,/work/18372,(1983),by Graham Swift,0.0,(3.94),6.0,9.0
Night and the City [1992 film],/work/13616712,Night and the City [1950 film],/work/4220836,(1950),"by Jules Dassin, Jo. Eisinger (Screenwriter)",0.0,(3.79),1.0,1.0
Rich in Love [1992 film],/work/13958714,Rich In Love,/work/85746,(1987),by Josephine Humphreys,0.0,(3.62),1.0,1.0
The Silence of the Lambs [1991 film],/work/93196,The Silence of the Lambs,/work/6052,(1988),by Thomas Harris,1.0,(4.08),21.0,20.0
Cape Fear [1991 film],/work/2669307,Cape Fear,/work/143921,,by John D. MacDonald,0.0,(3.5),22.0,2.0
Fried Green Tomatoes [1991 film],/work/758735,Fried Green Tomatoes at the Whistle Stop Cafe,/work/20034,(1987),by Fannie Flagg,1.0,(4.12),14.0,6.0
Sleeping with the Enemy [1991 film],/work/15674109,Sleeping with the Enemy,/work/53496,(1987),by Nancy Price,0.0,(3.54),3.0,1.0
Return to the Blue Lagoon [1991 film],/work/12842254,The Blue Lagoon / Return to the Blue Lagoon (Double Feature),/work/16702663,,by Randal Kleiser,0.0,,1.0,1.0
Naked Lunch [1991 film],/work/3914309,Naked Lunch,/work/5852,(1959),by William S. Burroughs,0.0,(3.52),8.0,12.0
The Commitments [1991 film],/work/806110,The Commitments,/work/3186582,(1987),by Roddy Doyle,1.0,(3.8),6.0,3.0
Toy Soldiers [1991 film],/work/11525,Toy Soldiers,/work/472806,,by William P. Kennedy,0.0,(4),1.0,1.0
Rush [1991 film],/work/17036673,Rush,/work/444613,(1990),by Kim Wozencraft,0.0,(3.5),1.0,1.0
The Prince of Tides [1991 film],/work/10492200,The Prince of Tides,/work/3031,(1986),by Pat Conroy,0.0,(4.1),3.0,5.0
Shattered [1991 film],/work/26300323,Shattered,/work/429487,(1969),by Richard Neely,0.0,(3.33),1.0,1.0
White Fang [1991 film],/work/2348042,White Fang,/work/4784,(1906),by Jack London,0.0,(3.88),3.0,3.0
Black Robe [1991 film],/work/1593570,Black Robe,/work/46354,(1985),by Brian Moore,0.0,(3.74),2.0,2.0
King Ralph [film],/work/3980463,Headlong,/work/2024524,,by Emlyn Williams,0.0,(4),1.0,1.0
Flight of the Intruder [1991 film],/work/4342916,Flight of the Intruder,/work/229520,(1986),by Stephen Coonts,1.0,(3.76),1.0,1.0
Rambling Rose [1991 film],/work/12692889,Rambling Rose,/work/146757,,by Calder Willingham,0.0,(4.13),1.0,1.0
Beastmaster 2: Through the Portal of Time,/work/16805345,,,,"by Sylvio Tabet, Don Coscarelli (Writer), Doug Miles (Writer), Andre Norton (Writer), Paul Pepperman (Writer) — 2 more, R. J. Robertson (Writer), Jim Wynorski (Writer)",1.0,,1.0,1.0
Body Parts [1991 Film],/work/22063422,Body Parts,/work/2295527,,by Jere R. Hoar,0.0,(3),1.0,1.0
A Kiss Before Dying [1991 film],/work/15925041,A Kiss before Dying,/work/166041,(1954),by Ira Levin,0.0,(3.79),7.0,5.0
Poison [1991 film],/work/2750870,Poison,/work/6601019,,"by Tammi Salzano, Heather Dakota",0.0,,1.0,1.0
At Play in The Fields of the Lord [1991 film],/work/14930124,At Play in the Fields of the Lord,/work/91254,(1965),by Peter Matthiessen,0.0,(3.91),2.0,2.0
A Rage in Harlem [1991 film],/work/22883375,A Rage in Harlem,/work/440982,(1957),by Chester Himes,1.0,(3.75),8.0,6.0
GoodFellas [1990 film],/work/8230084,Wiseguy,/work/4005881,(1985),by Nicholas Pileggi,0.0,(4.08),6.0,4.0
Misery [1990 film],/work/6275094,Misery,/work/2724,,by Stephen King,0.0,(3.97),6.0,13.0
The Hunt for Red October [1990 film],/work/435513,The Hunt for Red October,/work/828677,(1984),by Tom Clancy,1.0,(4),20.0,6.0
Dances with Wolves [1990 film],/work/942202,Dances with Wolves,/work/53434,,by Michael Blake,1.0,(3.96),3.0,5.0
Awakenings [1990 film],/work/1338930,Awakenings,/work/5689,(1973),by Oliver Sacks,0.0,(3.92),1.0,3.0
Die Hard 2: Die Harder [1990 film],/work/2208938,58 Minutes,/work/1499550,,by Walter Wager,0.0,(3.5),2.0,1.0
Wild At Heart [1990 film],/work/945870,Wild at Heart,/work/67730,(1990),by Barry Gifford,1.0,(3.67),2.0,1.0
Cabal,/work/32144,,,,by Clive Barker,1.0,(3.71),13.0,1.0
Presumed Innocent [1990 film],/work/758788,Presumed Innocent,/work/32042,(1987),by Scott Turow,1.0,(3.87),2.0,8.0
The Hot Spot [1990 film],/work/780289,Land of the Giants #2: The Hot Spot,/work/398745,,by Murray Leinster,1.0,(4),1.0,1.0
The Bonfire of the Vanities [1990 film],/work/17589503,The Bonfire of the Vanities,/work/10138,(1987),by Tom Wolfe,0.0,(3.82),6.0,18.0
Revenge: Short Stories by Women Writers,/work/5401,,,,by Kate Saunders (Editor),0.0,(3.33),1.0,1.0
Quick Change [1990 film],/work/15929638,Quick Change,/work/759590,,by Jay Cronley,0.0,(4.33),1.0,1.0
The Russia House [1990 film],/work/8670528,The Russia House,/work/4818,(1989),by John le Carré,0.0,(3.61),14.0,1.0
The Boyfriend School [1990 film],/work/23112711,The Boyfriend School,/work/313078,,by Sarah Bird,0.0,(3.94),1.0,1.0
The Sheltering Sky [1990 film],/work/6538166,The Sheltering Sky,/work/70629,(1949),by Paul Bowles,0.0,(3.85),7.0,11.0
A Shock to the System,/work/269453,,,(1995),by Richard Stevenson,1.0,(3.81),2.0,1.0
Roger Corman's Frankenstein Unbound [1990 film],/work/18339865,Frankenstein Unbound,/work/215622,(1973),by Brian W. Aldiss,1.0,(3.05),4.0,1.0
Desperate Hours [1990 film],/work/10595269,The Desperate Hours,/work/959525,(1954),by Joseph Hayes,0.0,(3.27),1.0,2.0
Mountains of the Moon [1990 film],/work/807019,Burton and Speke,/work/232219,,by William Harrison,0.0,(4.18),2.0,1.0
"White Hunter, Black Heart [1990 film]",/work/10392793,"White Hunter, Black Heart",/work/309447,(1953),by Peter Viertel,0.0,(4.5),1.0,1.0
Cadence [1990 film],/work/18160480,Cadence,/work/800441,,by B. J. Hoff,1.0,(4.1),1.0,1.0
The Fourth War [1990 film],/work/10595273,The War in Pictures: Fourth Year,/work/6249201,,by Odhams Press London,1.0,(5),1.0,1.0
Pet Sematary [1989 film],/work/12536503,Pet Sematary,/work/24308,,by Stephen King,0.0,(3.76),7.0,10.0
Dead Calm [1989 film],/work/126700,"The Walking Dead, Volume 07: The Calm Before",/work/3946969,,"by Robert Kirkman, Charlie Adlard (Illustrator), Cliff Rathburn (Illustrator)",1.0,(3.95),12.0,1.0
Valmont [1989 film],/work/1460246,Les Liaisons Dangereuses,/work/32388,(1782),by Pierre Choderlos de Laclos,0.0,(4.11),5.0,9.0
Let It Ride (Pickup Men) (Volume 2),/work/15028516,,,,by L C Chase,1.0,(3.74),2.0,1.0
"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!",/work/12716,,,(1997),"by Robert T. Kiyosaki, Sharon L. Lechter",0.0,(3.61),1.0,2.0
Johnny Handsome [1989 movie],/work/11059020,"The three worlds of Johnny Handsome,",/work/1962301,,by John Godey,0.0,(3),1.0,1.0
A Dry White Season [1989 film],/work/18002953,A Dry White Season,/work/27399,(1979),by André Brink,0.0,(3.94),5.0,5.0
The Rainbow [1989 film],/work/11044956,The Rainbow,/work/27196,(1915),by D. H. Lawrence,1.0,(3.64),4.0,8.0
Enemies: A Love Story [1989 film],/work/6205761,"Enemies, A Love Story",/work/56644,(1966),by Isaac Bashevis Singer,0.0,(3.91),1.0,4.0
Heart of Dixie (Loveswept),/work/2097145,,,,by Tami Hoag,0.0,(2.96),1.0,1.0
The Old Gringo,/work/84298,,,(1985),by Carlos Fuentes,0.0,(3.5),4.0,2.0
In Country [1989 film],/work/3364169,In Country,/work/114559,(1985),by Bobbie Ann Mason,0.0,(3.61),2.0,2.0
Day of the Cheetah,/work/61977,,,(1989),by Dale Brown,1.0,(3.48),1.0,1.0
Die Hard [1988 film],/work/12535416,Nothing Lasts Forever,/work/652051,(1983),by Roderick Thorp,1.0,(3.26),1.0,1.0
Who Framed Roger Rabbit [1988 film],/work/1246629,Who Censored Roger Rabbit,/work/88169,(1981),by Gary K. Wolf,1.0,(3.45),1.0,1.0
Grave of the Fireflies [1988 film],/work/317925,Grave of the Fireflies,/work/258186,(1967),by Akiyuki Nosaka,0.0,(3.9),1.0,1.0
The Lair of the White Worm [1988 film],/work/2931939,The Lair of the White Worm,/work/215367,(1911),by Bram Stoker,0.0,(2.68),1.0,1.0
Dangerous Liaisons [1988 film],/work/1437179,Les Liaisons Dangereuses,/work/32388,(1782),by Pierre Choderlos de Laclos,0.0,(4.11),5.0,9.0
The Last Temptation of Christ [1988 film],/work/1886588,The Last Temptation of Christ,/work/8493,(1955),by Nikos Kazantzakis,0.0,(4.01),1.0,4.0
Scrooged [1988 film],/work/780424,A Christmas Carol,/work/1549,(1843),by Charles Dickens,1.0,(4.09),14.0,20.0
The Unbearable Lightness of Being [1988 film],/work/8192906,The Unbearable Lightness of Being,/work/5068,(1984),by Milan Kundera,0.0,(4.01),13.0,21.0
The Adventures of Baron Munchausen [1988 film],/work/4036467,The Surprising Adventures of Baron Munchausen,/work/200476,(1785),"by Rudolf Erich Raspe, Rudolf Erich Raspe (Author)",0.0,(3.58),15.0,3.0
Monkey Shines,/work/960380,,,,by Michael Stewart,0.0,(3.64),1.0,1.0
Funny Farm [1988 film],/work/13364121,Funny Farm: A Sweeping Epic of the Sticks,/work/639309,,by Jay Cronley,0.0,(3.75),1.0,1.0
"Bright Lights, Big City [1988 film]",/work/2208637,"Bright Lights, Big City",/work/10474,(1984),by Jay McInerney,0.0,(3.63),5.0,1.0
Appointment with Death [1988 film],/work/16292476,Appointment with Death,/work/15499,(1938),by Agatha Christie,1.0,(3.63),13.0,1.0
Vice Versa [1988 film],/work/22486665,Vice Versa,/work/60350,(1882),by F. Anstey,0.0,(3.83),1.0,1.0
The Milagro Beanfield War [1988 film],/work/10699845,The Milagro Beanfield War,/work/115961,(1974),by John Nichols,1.0,(4.14),7.0,1.0
Maniac Cop [1988 Film],/work/16446488,Bon Cop Bad Cop [2006 film],/work/12286095,,by Erik Canuel,0.0,(3.5),1.0,1.0
The Couch Trip [1988 film],/work/17776859,The Couch Trip,/work/6916627,,by Ken Kolb,0.0,(3.5),1.0,1.0
The Good Mother [1988 film],/work/24916394,The Good Mother,/work/72473,(1986),by Sue Miller,0.0,(3.63),4.0,2.0
Everybody's All-American [1988 film],/work/17615951,Everybody's All-American,/work/626789,(1981),by Frank Deford,0.0,(3.92),10.0,1.0
Beyond the C Standard Library: An Introduction to Boost,/work/1575908,,,,by Björn Karlsson,0.0,(3.75),1.0,1.0
The Princess Bride [1987 film],/work/11454,The Princess Bride,/work/4936,(1973),by William Goldman,0.0,(4.27),15.0,3.0
Full Metal Jacket [1987 film],/work/1482466,The Short-Timers,/work/8360,(1979),by Gustav Hasford,0.0,(4.28),1.0,1.0
The Witches of Eastwick [1987 film],/work/1015241,The Witches of Eastwick,/work/74700,(1984),by John Updike,1.0,(3.3),4.0,4.0
The Untouchables [1987 film],/work/643637,The Untouchables,/work/280256,(1957),"by Eliot Ness, Oscar Fraley (Author)",0.0,(3.65),1.0,1.0
The Running Man [1987 film],/work/710958,The Running Man,/work/109376,(1986),by Stephen King,0.0,(3.6),4.0,1.0
Empire of the Sun [1987 film],/work/2194749,Empire of the Sun,/work/7150,(1984),by J.G. Ballard,1.0,(3.94),12.0,9.0
"Three Novels: Molloy, Malone Dies, The Unnamable",/work/1069904,,,(1951),by Samuel Beckett,1.0,(4.14),1.0,5.0
No Way Out [1987 film],/work/14427883,The Big Clock,/work/262536,(1946),by Kenneth Fearing,0.0,(3.73),7.0,3.0
The Believers [1987 film],/work/14352334,The Believers,/work/4398201,(2008),by Zoë Heller,0.0,(3.52),14.0,3.0
The Fourth Protocol [1987 film],/work/1665250,The Fourth Protocol,/work/11626,(1984),by Frederick Forsyth,0.0,(3.68),2.0,1.0
Ironweed,/work/37306,,,(1983),by William J. Kennedy,1.0,(3.82),2.0,9.0
Rampage [1987 film],/work/22060326,Rampage [2018 film],/work/21963893,(2018),by Brad Peyton (Director),0.0,(3.5),1.0,1.0
Tough Guys Don't Dance [1987 film],/work/1061216,Tough Guys Don't Dance,/work/128346,(1984),by Norman Mailer,0.0,(3.16),1.0,1.0
The Sicilian [1987 film],/work/16552515,The Sicilian,/work/27396,(1984),by Mario Puzo,1.0,(3.62),3.0,2.0
White Mischief [1987 film],/work/13950611,White Mischief: The Murder of Lord Erroll,/work/148140,(1982),by James Fox,0.0,(3.65),7.0,1.0
A Prayer for the Dying [1987 film],/work/12692823,The Iron Tiger/The Keys of Hell/A Prayer for the Dying,/work/55777,,by Jack Higgins,0.0,(3.54),4.0,1.0
Burglar [1987 film],/work/1246448,B Is for Burglar,/work/10184,(1985),by Sue Grafton,1.0,(3.57),24.0,2.0
Pinocchio and the Emperor of the Night,/work/9611266,,,,by Filmation,0.0,,1.0,1.0
Manhunter [1986 film],/work/8571160,Red Dragon,/work/5882,(1981),by Thomas Harris,1.0,(3.82),5.0,10.0
Cobra [1986 film],/work/13194244,A Running Duck,/work/1282743,(1978),by Paula Gosling,0.0,(3.68),1.0,2.0
The Mosquito Coast [1986 film],/work/1349246,The Mosquito Coast,/work/7931,(1980),by Paul Theroux,0.0,(3.7),3.0,5.0
The Clan of the Cave Bear [1986 film],/work/6202789,The Clan of the Cave Bear,/work/3599321,(1980),by Jean M. Auel,1.0,(3.93),33.0,11.0
Heartburn [1986 film],/work/17141982,Heartburn,/work/154016,(1983),by Nora Ephron,0.0,(3.61),3.0,2.0
8 Million Ways to Die [1986 film],/work/22245519,Eight Million Ways to Die,/work/24583,(1982),by Lawrence Block,1.0,(4.03),1.0,2.0
Blue City,/work/564047,,,,by Ross Macdonald,0.0,(3.63),1.0,1.0
Tai-Pan [1986 film],/work/23681497,Tai-Pan,/work/19000,(1966),by James Clavell,1.0,(4.08),21.0,1.0
Heat [1995 film],/work/25882561,,,,,,,,
Native Son,/work/8100,,,(1940),by Richard Wright,0.0,(3.93),14.0,23.0
Return to Oz [1985 film],/work/9086437,Return to Oz,,,,,,,
A Room with a View,,,,,,,,,
The Color Purple,,,,,,,,,
Silver Bullet [1985 Film],/work/10802348,,,,,,,,
To Live and Die in L.A. [1985 film],/work/12286381,To Live and Die in L.A.,/work/344580,,by Gerald Petievich,0.0,(3.8),4.0,1.0
Fletch [1985 film],/work/7462354,Fletch,/work/32163,(1974),by Gregory Mcdonald,1.0,(3.77),8.0,3.0
The Black Cauldron [1985 animated film],/work/6550675,The Book of Three,/work/5943,(1964),by Lloyd Alexander,1.0,(4.01),9.0,6.0
Brewster's Millions [1985 film],/work/6008692,Brewster's Millions,/work/773056,,by George Barr McCutcheon,0.0,(3.69),16.0,1.0
The Quiet Earth [1985 film],/work/11047142,The Quiet Earth,/work/60158,(1981),by Craig Harrison,0.0,(4.03),1.0,1.0
Mishima: A Life In Four Chapters (1985 Film),/work/17476119,Mishima: A Life in Four Chapters,/work/7719176,(1985),by Paul Schrader (Director),0.0,(5),1.0,1.0
King Solomon's Mines [1985 film],/work/10817243,King Solomon's Mines,/work/55090,(1885),by Henry Rider Haggard,1.0,(3.63),11.0,10.0
Desert Hearts [1985 film],/work/1672346,Desert of the Heart,/work/71011,(1964),by Jane Rule,0.0,(3.68),3.0,1.0
The Mean Season [1985 film],/work/24411573,"Fables, Vol. 05: The Mean Seasons",/work/59077,,by Bill Willingham,1.0,(4.13),36.0,1.0
King David [1985 film],/work/11791127,King of the Murgos,/work/17511,(1988),by David Eddings,1.0,(3.77),19.0,2.0
Compromising Positions,/work/42361,,,(1978),by Susan Isaacs,1.0,(3.65),1.0,1.0
Stick [1985 film],/work/21786945,Stick,/work/189699,,by Elmore Leonard,0.0,(3.64),1.0,1.0
Joshua Then and Now,/work/323382,,,(1980),by Mordecai Richler,0.0,(3.76),29.0,1.0
Dune [1984 film],/work/4041425,Dune,/work/4041453,(1965),by Frank Herbert,1.0,(4.27),26.0,31.0
Once Upon a Time in America [1984 film],/work/9682068,Once Upon a Time in America,/work/1906664,,by Harry Grey,0.0,(3.45),1.0,1.0
The NeverEnding Story [1984 film],/work/532670,The Neverending Story,/work/1174144,(1979),by Michael Ende,0.0,(4.15),18.0,9.0
2010: The Year We Make Contact [1984 film],/work/2915906,2010: Odyssey Two,/work/7132,,by Arthur C. Clarke,1.0,(3.6),17.0,3.0
Firestarter [1984 film],/work/16291059,Firestarter,/work/24193,(1980),by Stephen King,0.0,(3.64),6.0,6.0
The Natural [1984 film],/work/1894224,The Natural,/work/149023,(1952),by Bernard Malamud,0.0,(3.65),8.0,2.0
Birdy [1984 film],/work/3559400,Birdy,/work/63948,(1978),by William Wharton,0.0,(4.01),1.0,3.0
The Hotel New Hampshire [1984 film],/work/6478466,The Hotel New Hampshire,/work/5162,(1981),by John Irving,0.0,(3.86),12.0,2.0
A Passage to India [1984 film],/work/1130628,A Passage to India,/work/2156470,(1924),by E. M. Forster,0.0,(3.76),10.0,29.0
The Evil That Men Do [1984 film],/work/16588502,The Evil that Men Do / The Purloined Planet,/work/791818,(1969),"by John Brunner, Lin Carter (Author)",1.0,(3.38),1.0,1.0
The Razor's Edge [1984 film],/work/17207551,The Razor's Edge,/work/7947,(1944),by W. Somerset Maugham,0.0,(4.08),8.0,5.0
Flashpoint,/work/313691,,,(2004),by Suzanne Brockmann,1.0,(3.9),4.0,2.0
Best Defense [1984 film],/work/17725840,"The Walking Dead, Volume 05: The Best Defense",/work/1036473,,"by Robert Kirkman, Charlie Adlard (Inker), Cliff Rathburn (Illustrator)",1.0,(4.01),15.0,1.0
Finders Keepers,/work/15179344,,,,by Stephen King,1.0,(3.94),10.0,4.0
The Outsiders [1983 film],/work/7747039,The Outsiders,/work/22993,(1967),by S. E. Hinton,0.0,(4.03),14.0,11.0
Christine [1983 film],/work/5346501,Christine,/work/35808,(1983),by Stephen King,0.0,(3.54),12.0,3.0
A Christmas Story [1983 film],/work/8182979,In God We Trust: All Others Pay Cash,/work/6608,(1966),by Jean Shepherd,0.0,(3.98),1.0,1.0
Cujo [1983 film],/work/2752778,Cujo,/work/3185,(1981),by Stephen King,0.0,(3.44),10.0,6.0
The Dead Zone [1983 film],/work/3075261,The Dead Zone,/work/2934,(1979),by Stephen King,0.0,(3.79),15.0,6.0
Something Wicked This Way Comes,/work/3397,,,(1963),by Ray Bradbury,1.0,(3.96),11.0,11.0
Terms of Endearment [1983 film],/work/758816,Terms of Endearment,/work/42485,(1975),by Larry McMurtry,1.0,(3.88),8.0,2.0
Rumble Fish [1983 film],/work/11778452,Rumble Fish,/work/124717,(1975),by S. E. Hinton,0.0,(3.67),4.0,2.0
The Keep [1983 film],/work/18514521,The Keep,/work/32248,(1981),by F. Paul Wilson,1.0,(3.77),16.0,1.0
The Lonely Lady [1983 film],/work/17798048,The Lonely Lady,/work/43473,(1976),by Harold Robbins,0.0,(2.52),1.0,1.0
Gorky Park [1983 film],/work/4341200,Gorky Park,/work/38344,(1981),by Martin Cruz Smith,1.0,(3.88),8.0,8.0
The Osterman Weekend [1983 film],/work/9964472,The Osterman Weekend,/work/49653,(1972),by Robert Ludlum,0.0,(3.43),1.0,1.0
The Wicked Lady [1983 film],/work/20539727,Life and Death of the Wicked Lady Skelton,/work/625707,(1944),by Magdalen King-Hall,0.0,(4.25),3.0,1.0
Of Unknown Origin [1983 film],/work/3086270,Fire Of Unknown Origin,/work/6537467,,by Blue Oyster Cult,0.0,(3.75),1.0,1.0
Beyond the Ice Limit,/work/17050596,,,,"by Douglas Preston, Lincoln Child",1.0,(3.72),7.0,1.0
Eddie Macon's Run [1983 film],/work/18424846,Eddie Macon's Run,/work/429132,,by James McLendon,0.0,(3.8),1.0,1.0
Blade Runner [Director's Cut],/work/682397,Do Androids Dream of Electric Sheep?,/work/881,(1968),by Philip K. Dick,1.0,(3.95),22.0,13.0
First Blood [1982 film],/work/3385364,First Blood,/work/396898,(1972),by David Morrell,1.0,(3.89),10.0,1.0
Sophie's Choice [1982 film],/work/10652423,Sophie's Choice,/work/7326,(1979),by William Styron,0.0,(4.13),13.0,17.0
The Year of Living Dangerously [1982 film],/work/934683,The Year of Living Dangerously,/work/63766,,by Christopher J. Koch,0.0,(3.91),5.0,2.0
The Secret of NIMH [1982 film],/work/641512,Mrs. Frisby and the Rats of NIMH,/work/38389,(1971),by Robert C. O'Brien,1.0,(4.18),7.0,16.0
Firefox [1982 film],/work/8452079,Firefox,/work/18689,(1977),by Craig Thomas,1.0,(3.59),1.0,1.0
The Verdict [1982 film],/work/7927890,The Brass Verdict,/work/5144215,(2008),by Michael Connelly,1.0,(3.87),8.0,4.0
The World According to Garp [film],/work/6547361,The World According to Garp,/work/5178,(1978),by John Irving,0.0,(4.08),15.0,18.0
The Last Unicorn [1982 film],/work/4626636,The Last Unicorn,/work/20998998,(1968),by Peter S. Beagle,1.0,(4.22),8.0,7.0
Evil Under the Sun [1982 film],/work/11277589,Evil Under the Sun,/work/30059,(1941),by Agatha Christie,1.0,(3.73),14.0,1.0
Final Option,/work/23807110,,,,by Clive Cussler,1.0,(4.34),1.0,1.0
White Dog [1982 film],/work/15263418,White Dog,/work/426731,,by Peter Temple,1.0,(3.87),1.0,1.0
Cannery Row,/work/3648378,,,(1945),by John Steinbeck,1.0,(4.04),17.0,2.0
Jekyll And Hyde Together Again [film],/work/18425095,,,,,,,,
A Stranger Is Watching [1982 film],/work/16123563,A Stranger Is Watching,/work/70741,(1977),by Mary Higgins Clark,0.0,(3.65),5.0,2.0
Wrong is Right [1982 film],/work/19963650,"Red, White & Liberal: How Left Is Right & Right Is Wrong",/work/98813,,by Alan Colmes,0.0,(3.19),1.0,1.0
If You Could See What I Hear,/work/137646,,,,by Tom Sullivan,0.0,(4.05),1.0,1.0
"Yes, Giorgio [1982 film]",/work/18426799,"Yes, Giorgio",/work/16877095,,by Anne Piper,0.0,,1.0,1.0
The Howling [1981 film],/work/8480544,The Howling,/work/365004,,by Gary Brandner,1.0,(3.76),1.0,1.0
For Your Eyes Only [1981 film],/work/2211227,For Your Eyes Only,/work/43286,,by Ian Fleming,1.0,(3.46),1.0,1.0
Thief [1981 film],/work/1537608,The Book Thief,/work/393681,(2005),by Markus Zusak,0.0,(4.36),12.0,41.0
The Fox and the Hound [1981 film],/work/799406,The Fox and the Hound,/work/2573519,(1967),by Daniel P. Mannix,0.0,(4.17),1.0,2.0
Private Lessons [1981 Film],/work/24190929,Private Lessons,/work/1562126,,by Julie Elizabeth Leto,0.0,(4),1.0,1.0
The Postman Always Rings Twice [1981 film],/work/7722349,The Postman Always Rings Twice,/work/12504,(1934),by James M. Cain,0.0,(3.72),7.0,12.0
Quest for Fire [1981 film],/work/1036793,Quest for Fire,/work/214526,(1911),by J.-H. Rosny aîné,1.0,(3.73),5.0,2.0
Gallipoli [1981 film],/work/934685,Gallipoli,/work/101173,,by Alan Moorehead,0.0,(3.98),1.0,2.0
Wolfen [1981 film],/work/16843067,The Wolfen,/work/60695,,by Whitley Strieber,0.0,(3.68),5.0,1.0
The Hand [1981 film],/work/22312059,The Left Hand of Darkness,/work/23117,(1969),by Ursula K. Le Guin,1.0,(4.05),2.0,26.0
Neighbors [1981 Film],/work/18085666,Neighbors [2014 film],/work/16902059,,by Nicholas Stoller (Director),0.0,(1.25),1.0,1.0
True Confessions [1981 film],/work/15110043,True Confessions,/work/257339,(1977),by John Gregory Dunne,0.0,(3.67),6.0,1.0
Sphinx,/work/90655,,,(1979),by Robin Cook,0.0,(3.26),1.0,1.0
The Pursuit of D.B. Cooper / Robert Duvall (Adventure),/work/24873280,,,,,0.0,,1.0,1.0
